Position,Name,Name + ID,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,roster_role,name,site,salary,normalized_name,normalized_team,position_upper,slate_format,player_id,match_method,match_confidence
WR,Trent Sherfield,Trent Sherfield (300031),300031,FLEX,5600,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,FLEX,Trent Sherfield,dk,5600,trent sherfield,ARI,WR,showdown,00-0034487,auto_exact,high
WR,Jalen Brooks,Jalen Brooks (300032),300032,CPT,7400,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,CPT,Jalen Brooks,dk,7400,jalen brooks,ARI,WR,showdown,00-0038640,auto_exact,high
WR,Jalen Brooks,Jalen Brooks (300033),300033,FLEX,4900,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,FLEX,Jalen Brooks,dk,4900,jalen brooks,ARI,WR,showdown,00-0038640,auto_exact,high
WR,Greg Dortch,Greg Dortch (300034),300034,CPT,9800,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,CPT,Greg Dortch,dk,9800,greg dortch,ARI,WR,showdown,00-0035500,auto_exact,high
WR,Greg Dortch,Greg Dortch (300035),300035,FLEX,6500,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,FLEX,Greg Dortch,dk,6500,greg dortch,ARI,WR,showdown,00-0035500,auto_exact,high
WR,Andre Baccellia,Andre Baccellia (300036),300036,CPT,8600,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,CPT,Andre Baccellia,dk,8600,andre baccellia,ARI,WR,showdown,00-0035876,auto_exact,high
WR,Andre Baccellia,Andre Baccellia (300037),300037,FLEX,5700,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,FLEX,Andre Baccellia,dk,5700,andre baccellia,ARI,WR,showdown,00-0035876,auto_exact,high
TE,Pharaoh Brown,Pharaoh Brown (300038),300038,CPT,5400,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,CPT,Pharaoh Brown,dk,5400,pharaoh brown,ARI,TE,showdown,00-0033439,auto_exact,high
TE,Pharaoh Brown,Pharaoh Brown (300039),300039,FLEX,3600,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,FLEX,Pharaoh Brown,dk,3600,pharaoh brown,ARI,TE,showdown,00-0033439,auto_exact,high
TE,Josiah Deguara,Josiah Deguara (300040),300040,CPT,5000,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,CPT,Josiah Deguara,dk,5000,josiah deguara,ARI,TE,showdown,00-0036332,auto_exact,high
TE,Josiah Deguara,Josiah Deguara (300041),300041,FLEX,3300,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,FLEX,Josiah Deguara,dk,3300,josiah deguara,ARI,TE,showdown,00-0036332,auto_exact,high
TE,Trey McBride,Trey McBride (300042),300042,CPT,9000,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,CPT,Trey McBride,dk,9000,trey mcbride,ARI,TE,showdown,00-0037744,auto_exact,high
TE,Trey McBride,Trey McBride (300043),300043,FLEX,6000,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,FLEX,Trey McBride,dk,6000,trey mcbride,ARI,TE,showdown,00-0037744,auto_exact,high
TE,Tip Reiman,Tip Reiman (300044),300044,CPT,4400,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,CPT,Tip Reiman,dk,4400,tip reiman,ARI,TE,showdown,00-0039737,auto_exact,high
TE,Tip Reiman,Tip Reiman (300045),300045,FLEX,2900,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,FLEX,Tip Reiman,dk,2900,tip reiman,ARI,TE,showdown,00-0039737,auto_exact,high
TE,Travis Vokolek,Travis Vokolek (300046),300046,CPT,5800,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,CPT,Travis Vokolek,dk,5800,travis vokolek,ARI,TE,showdown,00-0038456,auto_exact,high
TE,Travis Vokolek,Travis Vokolek (300047),300047,FLEX,3900,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,FLEX,Travis Vokolek,dk,3900,travis vokolek,ARI,TE,showdown,00-0038456,auto_exact,high
TE,Elijah Higgins,Elijah Higgins (300048),300048,CPT,7000,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,CPT,Elijah Higgins,dk,7000,elijah higgins,ARI,TE,showdown,00-0039041,auto_exact,high
TE,Elijah Higgins,Elijah Higgins (300049),300049,FLEX,4700,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,FLEX,Elijah Higgins,dk,4700,elijah higgins,ARI,TE,showdown,00-0039041,auto_exact,high
K,Chad Ryland,Chad Ryland (300050),300050,CPT,7000,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,CPT,Chad Ryland,dk,7000,chad ryland,ARI,K,showdown,00-0038567,auto_exact,high
K,Chad Ryland,Chad Ryland (300051),300051,FLEX,4700,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,FLEX,Chad Ryland,dk,4700,chad ryland,ARI,K,showdown,00-0038567,auto_exact,high
DST,ARI Defense,ARI Defense (300052),300052,CPT,4800,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,CPT,ARI Defense,dk,4800,ari defense,ARI,DST,showdown,DST_ARI,team_defense,high
DST,ARI Defense,ARI Defense (300053),300053,FLEX,3200,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,,FLEX,ARI Defense,dk,3200,ari defense,ARI,DST,showdown,DST_ARI,team_defense,high
QB,Bryce Young,Bryce Young (300054),300054,CPT,8100,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,CPT,Bryce Young,dk,8100,bryce young,CAR,QB,showdown,00-0039150,auto_exact,high
QB,Bryce Young,Bryce Young (300055),300055,FLEX,5400,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,FLEX,Bryce Young,dk,5400,bryce young,CAR,QB,showdown,00-0039150,auto_exact,high
QB,Andy Dalton,Andy Dalton (300056),300056,CPT,9800,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,CPT,Andy Dalton,dk,9800,andy dalton,CAR,QB,showdown,00-0027973,auto_exact,high
QB,Andy Dalton,Andy Dalton (300057),300057,FLEX,6500,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,FLEX,Andy Dalton,dk,6500,andy dalton,CAR,QB,showdown,00-0027973,auto_exact,high
RB,Chuba Hubbard,Chuba Hubbard (300058),300058,CPT,6000,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,CPT,Chuba Hubbard,dk,6000,chuba hubbard,CAR,RB,showdown,00-0036555,auto_exact,high
RB,Chuba Hubbard,Chuba Hubbard (300059),300059,FLEX,4000,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,FLEX,Chuba Hubbard,dk,4000,chuba hubbard,CAR,RB,showdown,00-0036555,auto_exact,high
RB,Rico Dowdle,Rico Dowdle (300060),300060,CPT,9300,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,CPT,Rico Dowdle,dk,9300,rico dowdle,CAR,RB,showdown,00-0036139,auto_exact,high
RB,Rico Dowdle,Rico Dowdle (300061),300061,FLEX,6200,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,FLEX,Rico Dowdle,dk,6200,rico dowdle,CAR,RB,showdown,00-0036139,auto_exact,high
RB,Trevor Etienne,Trevor Etienne (300062),300062,CPT,5000,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,CPT,Trevor Etienne,dk,5000,trevor etienne,CAR,RB,showdown,00-0040644,auto_exact,high
RB,Trevor Etienne,Trevor Etienne (300063),300063,FLEX,3300,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,FLEX,Trevor Etienne,dk,3300,trevor etienne,CAR,RB,showdown,00-0040644,auto_exact,high
WR,Jimmy Horn Jr.,Jimmy Horn Jr. (300064),300064,CPT,11400,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,CPT,Jimmy Horn Jr.,dk,11400,jimmy horn,CAR,WR,showdown,00-0040218,auto_exact,high
WR,Jimmy Horn Jr.,Jimmy Horn Jr. (300065),300065,FLEX,7600,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,FLEX,Jimmy Horn Jr.,dk,7600,jimmy horn,CAR,WR,showdown,00-0040218,auto_exact,high
WR,Brycen Tremayne,Brycen Tremayne (300066),300066,CPT,9600,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,CPT,Brycen Tremayne,dk,9600,brycen tremayne,CAR,WR,showdown,00-0038840,auto_exact,high
WR,Brycen Tremayne,Brycen Tremayne (300067),300067,FLEX,6400,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,FLEX,Brycen Tremayne,dk,6400,brycen tremayne,CAR,WR,showdown,00-0038840,auto_exact,high
WR,Jalen Coker,Jalen Coker (300068),300068,CPT,12400,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,CPT,Jalen Coker,dk,12400,jalen coker,CAR,WR,showdown,00-0039491,auto_exact,high
WR,Jalen Coker,Jalen Coker (300069),300069,FLEX,8300,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,FLEX,Jalen Coker,dk,8300,jalen coker,CAR,WR,showdown,00-0039491,auto_exact,high
WR,Hunter Renfrow,Hunter Renfrow (300070),300070,CPT,7400,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,CPT,Hunter Renfrow,dk,7400,hunter renfrow,CAR,WR,showdown,00-0034983,auto_exact,high
WR,Hunter Renfrow,Hunter Renfrow (300071),300071,FLEX,4900,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,FLEX,Hunter Renfrow,dk,4900,hunter renfrow,CAR,WR,showdown,00-0034983,auto_exact,high
WR,Dalevon Campbell,Dalevon Campbell (300072),300072,CPT,10800,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,CPT,Dalevon Campbell,dk,10800,dalevon campbell,CAR,WR,showdown,00-0040629,auto_exact,high
WR,Dalevon Campbell,Dalevon Campbell (300073),300073,FLEX,7200,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,FLEX,Dalevon Campbell,dk,7200,dalevon campbell,CAR,WR,showdown,00-0040629,auto_exact,high
WR,David Moore,David Moore (300074),300074,CPT,9900,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,CPT,David Moore,dk,9900,david moore,CAR,WR,showdown,00-0033589,auto_exact,high
WR,David Moore,David Moore (300075),300075,FLEX,6600,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,FLEX,David Moore,dk,6600,david moore,CAR,WR,showdown,00-0033589,auto_exact,high
WR,Tetairoa McMillan,Tetairoa McMillan (300076),300076,CPT,9800,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,CPT,Tetairoa McMillan,dk,9800,tetairoa mcmillan,CAR,WR,showdown,00-0040124,auto_exact,high
WR,Tetairoa McMillan,Tetairoa McMillan (300077),300077,FLEX,6500,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,FLEX,Tetairoa McMillan,dk,6500,tetairoa mcmillan,CAR,WR,showdown,00-0040124,auto_exact,high
WR,Xavier Legette,Xavier Legette (300078),300078,CPT,8600,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,CPT,Xavier Legette,dk,8600,xavier legette,CAR,WR,showdown,00-0039342,auto_exact,high
WR,Xavier Legette,Xavier Legette (300079),300079,FLEX,5700,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,FLEX,Xavier Legette,dk,5700,xavier legette,CAR,WR,showdown,00-0039342,auto_exact,high
TE,James Mitchell,James Mitchell (300080),300080,CPT,10200,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,CPT,James Mitchell,dk,10200,james mitchell,CAR,TE,showdown,00-0037282,auto_exact,high
TE,James Mitchell,James Mitchell (300081),300081,FLEX,6800,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,FLEX,James Mitchell,dk,6800,james mitchell,CAR,TE,showdown,00-0037282,auto_exact,high
TE,Tommy Tremble,Tommy Tremble (300082),300082,CPT,6900,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,CPT,Tommy Tremble,dk,6900,tommy tremble,CAR,TE,showdown,00-0037005,auto_exact,high
TE,Tommy Tremble,Tommy Tremble (300083),300083,FLEX,4600,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,FLEX,Tommy Tremble,dk,4600,tommy tremble,CAR,TE,showdown,00-0037005,auto_exact,high
TE,Mitchell Evans,Mitchell Evans (300084),300084,CPT,8200,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,CPT,Mitchell Evans,dk,8200,mitchell evans,CAR,TE,showdown,00-0040187,auto_exact,high
TE,Mitchell Evans,Mitchell Evans (300085),300085,FLEX,5500,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,FLEX,Mitchell Evans,dk,5500,mitchell evans,CAR,TE,showdown,00-0040187,auto_exact,high
TE,Ja'Tavion Sanders,Ja'Tavion Sanders (300086),300086,CPT,4200,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,CPT,Ja'Tavion Sanders,dk,4200,jatavion sanders,CAR,TE,showdown,00-0039356,auto_exact,high
TE,Ja'Tavion Sanders,Ja'Tavion Sanders (300087),300087,FLEX,2800,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,FLEX,Ja'Tavion Sanders,dk,2800,jatavion sanders,CAR,TE,showdown,00-0039356,auto_exact,high
K,Ryan Fitzgerald,Ryan Fitzgerald (300088),300088,CPT,6600,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,CPT,Ryan Fitzgerald,dk,6600,ryan fitzgerald,CAR,K,showdown,00-0040279,auto_exact,high
K,Ryan Fitzgerald,Ryan Fitzgerald (300089),300089,FLEX,4400,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,FLEX,Ryan Fitzgerald,dk,4400,ryan fitzgerald,CAR,K,showdown,00-0040279,auto_exact,high
DST,CAR Defense,CAR Defense (300090),300090,CPT,7500,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,CPT,CAR Defense,dk,7500,car defense,CAR,DST,showdown,DST_CAR,team_defense,high
DST,CAR Defense,CAR Defense (300091),300091,FLEX,5000,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,,FLEX,CAR Defense,dk,5000,car defense,CAR,DST,showdown,DST_CAR,team_defense,high
