lineup_id,roster_slot,player_id,player_name,position,team,salary,projection,opponent,stack_target
8,RB1,00-0036158,J.K. Dobbins,RB,DEN,6700,11.353080124580222,LV,
8,RB2,00-0040666,Omarion Hampton,RB,LAC,7600,0.0,BYE_OR_UNKNOWN,
8,WR1,00-0039868,Troy Franklin,WR,DEN,3400,14.847096749159268,LV,
8,WR2,00-0039064,Zay Flowers,WR,BAL,4600,11.295905665258257,MIN,
8,WR3,00-0039849,Marvin Harrison Jr.,WR,ARI,5900,9.337053770487708,SEA,
8,TE,00-0034753,Mark Andrews,TE,BAL,6100,10.557642048115028,MIN,
8,FLEX,00-0038976,Marvin Mims Jr.,WR,DEN,5800,0.0,BYE_OR_UNKNOWN,
9,QB,00-0034796,Lamar Jackson,QB,BAL,7400,22.486263084577114,MIN,
9,DST,DST_SF,49ers,DST,SF,3200,2.9889731389102074,LA,
9,RB1,00-0036158,J.K. Dobbins,RB,DEN,6700,11.353080124580222,LV,
9,RB2,00-0040666,Omarion Hampton,RB,LAC,7600,0.0,BYE_OR_UNKNOWN,
9,WR1,00-0039064,Zay Flowers,WR,BAL,4600,11.295905665258257,MIN,
9,WR2,00-0039849,Marvin Harrison Jr.,WR,ARI,5900,9.337053770487708,SEA,
9,WR3,00-0036259,Jauan Jennings,WR,SF,4100,8.35461674330102,LA,
9,TE,00-0037744,Trey McBride,TE,ARI,4400,15.71982160279896,SEA,
9,FLEX,00-0038976,Marvin Mims Jr.,WR,DEN,5800,0.0,BYE_OR_UNKNOWN,
