lineup_id,roster_slot,player_id,player_name,position,team,salary,projection,value,opponent,site_player_id,stack_target
4,QB,90000050,Omar Pruitt,QB,MIA,6800,15.59,2.29,SF,90000050,
4,DEF,90000049,Eagles,DEF,PHI,5100,6.75,1.32,DAL,90000049,
4,RB1,90000136,Dominic Rourke,RB,LAR,7900,21.64,2.74,SEA,90000136,
4,RB2,90000160,Cameron Pruitt,RB,MIN,7200,18.38,2.55,HOU,90000160,
4,WR1,90000115,Cameron Whitfield,WR,DET,8700,26.14,3.0,GB,90000115,
4,WR2,90000092,Jordan Coleman,WR,CIN,6200,12.73,2.05,BAL,90000092,
4,WR3,90000081,Reggie Pace,WR,BAL,5000,6.16,1.23,CIN,90000081,
4,TE,90000047,Corey Manning,TE,PHI,6100,12.06,1.98,DAL,90000047,
4,FLEX,90000148,Brandon Grant,RB,HOU,7000,16.79,2.4,MIN,90000148,
5,QB,90000050,Omar Pruitt,QB,MIA,6800,15.59,2.29,SF,90000050,
5,DEF,90000049,Eagles,DEF,PHI,5100,6.75,1.32,DAL,90000049,
5,RB1,90000076,Brandon Pace,RB,BAL,8400,24.74,2.95,CIN,90000076,
5,RB2,90000160,Cameron Pruitt,RB,MIN,7200,18.38,2.55,HOU,90000160,
5,WR1,90000115,Cameron Whitfield,WR,DET,8700,26.14,3.0,GB,90000115,
5,WR2,90000092,Jordan Coleman,WR,CIN,6200,12.73,2.05,BAL,90000092,
5,WR3,90000081,Reggie Pace,WR,BAL,5000,6.16,1.23,CIN,90000081,
5,TE,90000107,Omar Coleman,TE,GB,5800,10.03,1.73,DET,90000107,
5,FLEX,90000184,Devon Fontaine,RB,JAX,6800,15.71,2.31,PIT,90000184,
6,QB,90000098,Emmanuel Whitfield,QB,GB,7500,19.29,2.57,DET,90000098,
6,DEF,90000145,Rams,DEF,LAR,5300,7.69,1.45,SEA,90000145,
6,RB1,90000076,Brandon Pace,RB,BAL,8400,24.74,2.95,CIN,90000076,
6,RB2,90000232,Deshawn Fontaine,RB,ATL,8200,23.67,2.89,NO,90000232,
6,WR1,90000092,Jordan Coleman,WR,CIN,6200,12.73,2.05,BAL,90000092,
6,WR2,90000212,Miles Castillo,WR,LAC,6100,11.51,1.89,DEN,90000212,
6,WR3,90000081,Reggie Pace,WR,BAL,5000,6.16,1.23,CIN,90000081,
6,TE,90000047,Corey Manning,TE,PHI,6100,12.06,1.98,DAL,90000047,
6,FLEX,90000160,Cameron Pruitt,RB,MIN,7200,18.38,2.55,HOU,90000160,
7,QB,90000098,Emmanuel Whitfield,QB,GB,7500,19.29,2.57,DET,90000098,
7,DEF,90000049,Eagles,DEF,PHI,5100,6.75,1.32,DAL,90000049,
7,RB1,90000232,Deshawn Fontaine,RB,ATL,8200,23.67,2.89,NO,90000232,
7,RB2,90000160,Cameron Pruitt,RB,MIN,7200,18.38,2.55,HOU,90000160,
7,WR1,90000104,Antonio Osei,WR,GB,7100,17.54,2.47,DET,90000104,
7,WR2,90000175,Reggie Osei,WR,PIT,7000,16.64,2.38,JAX,90000175,
7,WR3,90000081,Reggie Pace,WR,BAL,5000,6.16,1.23,CIN,90000081,
7,TE,90000047,Corey Manning,TE,PHI,6100,12.06,1.98,DAL,90000047,
7,FLEX,90000184,Devon Fontaine,RB,JAX,6800,15.71,2.31,PIT,90000184,
8,QB,90000098,Emmanuel Whitfield,QB,GB,7500,19.29,2.57,DET,90000098,
8,DEF,90000049,Eagles,DEF,PHI,5100,6.75,1.32,DAL,90000049,
8,RB1,90000232,Deshawn Fontaine,RB,ATL,8200,23.67,2.89,NO,90000232,
8,RB2,90000136,Dominic Rourke,RB,LAR,7900,21.64,2.74,SEA,90000136,
8,WR1,90000104,Antonio Osei,WR,GB,7100,17.54,2.47,DET,90000104,
8,WR2,90000092,Jordan Coleman,WR,CIN,6200,12.73,2.05,BAL,90000092,
8,WR3,90000081,Reggie Pace,WR,BAL,5000,6.16,1.23,CIN,90000081,
8,TE,90000107,Omar Coleman,TE,GB,5800,10.03,1.73,DET,90000107,
8,FLEX,90000160,Cameron Pruitt,RB,MIN,7200,18.38,2.55,HOU,90000160,
9,QB,90000098,Emmanuel Whitfield,QB,GB,7500,19.29,2.57,DET,90000098,
9,DEF,90000049,Eagles,DEF,PHI,5100,6.75,1.32,DAL,90000049,
9,RB1,90000076,Brandon Pace,RB,BAL,8400,24.74,2.95,CIN,90000076,
9,RB2,90000028,Aaron Monroe,RB,DAL,7100,17.31,2.44,PHI,90000028,
9,WR1,90000104,Antonio Osei,WR,GB,7100,17.54,2.47,DET,90000104,
9,WR2,90000092,Jordan Coleman,WR,CIN,6200,12.73,2.05,BAL,90000092,
9,WR3,90000117,Trevor Ellison,WR,DET,5500,8.37,1.52,GB,90000117,
9,TE,90000047,Corey Manning,TE,PHI,6100,12.06,1.98,DAL,90000047,
9,FLEX,90000148,Brandon Grant,RB,HOU,7000,16.79,2.4,MIN,90000148,
10,QB,90000110,Julian Whitfield,QB,DET,5900,10.28,1.74,GB,90000110,
10,DEF,90000145,Rams,DEF,LAR,5300,7.69,1.45,SEA,90000145,
10,RB1,90000076,Brandon Pace,RB,BAL,8400,24.74,2.95,CIN,90000076,
10,RB2,90000232,Deshawn Fontaine,RB,ATL,8200,23.67,2.89,NO,90000232,
10,WR1,90000104,Antonio Osei,WR,GB,7100,17.54,2.47,DET,90000104,
10,WR2,90000175,Reggie Osei,WR,PIT,7000,16.64,2.38,JAX,90000175,
10,WR3,90000117,Trevor Ellison,WR,DET,5500,8.37,1.52,GB,90000117,
10,TE,90000107,Omar Coleman,TE,GB,5800,10.03,1.73,DET,90000107,
10,FLEX,90000184,Devon Fontaine,RB,JAX,6800,15.71,2.31,PIT,90000184,
11,QB,90000098,Emmanuel Whitfield,QB,GB,7500,19.29,2.57,DET,90000098,
11,DEF,90000145,Rams,DEF,LAR,5300,7.69,1.45,SEA,90000145,
11,RB1,90000076,Brandon Pace,RB,BAL,8400,24.74,2.95,CIN,90000076,
11,RB2,90000148,Brandon Grant,RB,HOU,7000,16.79,2.4,MIN,90000148,
11,WR1,90000104,Antonio Osei,WR,GB,7100,17.54,2.47,DET,90000104,
11,WR2,90000175,Reggie Osei,WR,PIT,7000,16.64,2.38,JAX,90000175,
11,WR3,90000117,Trevor Ellison,WR,DET,5500,8.37,1.52,GB,90000117,
11,TE,90000131,Elijah Okafor,TE,SEA,5400,7.79,1.44,LAR,90000131,
11,FLEX,90000184,Devon Fontaine,RB,JAX,6800,15.71,2.31,PIT,90000184,
12,QB,90000110,Julian Whitfield,QB,DET,5900,10.28,1.74,GB,90000110,
12,DEF,90000145,Rams,DEF,LAR,5300,7.69,1.45,SEA,90000145,
12,RB1,90000232,Deshawn Fontaine,RB,ATL,8200,23.67,2.89,NO,90000232,
12,RB2,90000088,Chris Pace,RB,CIN,7900,21.51,2.72,BAL,90000088,
12,WR1,90000104,Antonio Osei,WR,GB,7100,17.54,2.47,DET,90000104,
12,WR2,90000175,Reggie Osei,WR,PIT,7000,16.64,2.38,JAX,90000175,
12,WR3,90000117,Trevor Ellison,WR,DET,5500,8.37,1.52,GB,90000117,
12,TE,90000047,Corey Manning,TE,PHI,6100,12.06,1.98,DAL,90000047,
12,FLEX,90000148,Brandon Grant,RB,HOU,7000,16.79,2.4,MIN,90000148,
13,QB,90000098,Emmanuel Whitfield,QB,GB,7500,19.29,2.57,DET,90000098,
13,DEF,90000145,Rams,DEF,LAR,5300,7.69,1.45,SEA,90000145,
13,RB1,90000064,Jared Castillo,RB,SF,8100,22.62,2.79,MIA,90000064,
13,RB2,90000148,Brandon Grant,RB,HOU,7000,16.79,2.4,MIN,90000148,
13,WR1,90000115,Cameron Whitfield,WR,DET,8700,26.14,3.0,GB,90000115,
13,WR2,90000117,Trevor Ellison,WR,DET,5500,8.37,1.52,GB,90000117,
13,WR3,90000201,Chris Coleman,WR,DEN,5300,7.15,1.35,LAC,90000201,
13,TE,90000107,Omar Coleman,TE,GB,5800,10.03,1.73,DET,90000107,
13,FLEX,90000184,Devon Fontaine,RB,JAX,6800,15.71,2.31,PIT,90000184,
14,QB,90000098,Emmanuel Whitfield,QB,GB,7500,19.29,2.57,DET,90000098,
14,DEF,90000145,Rams,DEF,LAR,5300,7.69,1.45,SEA,90000145,
14,RB1,90000028,Aaron Monroe,RB,DAL,7100,17.31,2.44,PHI,90000028,
14,RB2,90000148,Brandon Grant,RB,HOU,7000,16.79,2.4,MIN,90000148,
14,WR1,90000115,Cameron Whitfield,WR,DET,8700,26.14,3.0,GB,90000115,
14,WR2,90000175,Reggie Osei,WR,PIT,7000,16.64,2.38,JAX,90000175,
14,WR3,90000151,Ryan Monroe,WR,HOU,6700,14.83,2.21,MIN,90000151,
14,TE,90000131,Elijah Okafor,TE,SEA,5400,7.79,1.44,LAR,90000131,
14,FLEX,90000201,Chris Coleman,WR,DEN,5300,7.15,1.35,LAC,90000201,
15,QB,90000170,Xavier Ashworth,QB,PIT,6600,14.05,2.13,JAX,90000170,
15,DEF,90000145,Rams,DEF,LAR,5300,7.69,1.45,SEA,90000145,
15,RB1,90000028,Aaron Monroe,RB,DAL,7100,17.31,2.44,PHI,90000028,
15,RB2,90000148,Brandon Grant,RB,HOU,7000,16.79,2.4,MIN,90000148,
15,WR1,90000115,Cameron Whitfield,WR,DET,8700,26.14,3.0,GB,90000115,
15,WR2,90000175,Reggie Osei,WR,PIT,7000,16.64,2.38,JAX,90000175,
15,WR3,90000212,Miles Castillo,WR,LAC,6100,11.51,1.89,DEN,90000212,
15,TE,90000131,Elijah Okafor,TE,SEA,5400,7.79,1.44,LAR,90000131,
15,FLEX,90000184,Devon Fontaine,RB,JAX,6800,15.71,2.31,PIT,90000184,
16,QB,90000110,Julian Whitfield,QB,DET,5900,10.28,1.74,GB,90000110,
16,DEF,90000217,Chargers,DEF,LAC,5600,8.87,1.58,DEN,90000217,
16,RB1,90000028,Aaron Monroe,RB,DAL,7100,17.31,2.44,PHI,90000028,
16,RB2,90000148,Brandon Grant,RB,HOU,7000,16.79,2.4,MIN,90000148,
16,WR1,90000115,Cameron Whitfield,WR,DET,8700,26.14,3.0,GB,90000115,
16,WR2,90000175,Reggie Osei,WR,PIT,7000,16.64,2.38,JAX,90000175,
16,WR3,90000032,Emmanuel Pace,WR,DAL,6100,11.4,1.87,PHI,90000032,
16,TE,90000107,Omar Coleman,TE,GB,5800,10.03,1.73,DET,90000107,
16,FLEX,90000184,Devon Fontaine,RB,JAX,6800,15.71,2.31,PIT,90000184,
17,QB,90000230,Trevor Hargrove,QB,ATL,8500,24.36,2.87,NO,90000230,
17,DEF,90000049,Eagles,DEF,PHI,5100,6.75,1.32,DAL,90000049,
17,RB1,90000088,Chris Pace,RB,CIN,7900,21.51,2.72,BAL,90000088,
17,RB2,90000017,Tyler Brooks,RB,KC,7500,19.2,2.56,BUF,90000017,
17,WR1,90000151,Ryan Monroe,WR,HOU,6700,14.83,2.21,MIN,90000151,
17,WR2,90000212,Miles Castillo,WR,LAC,6100,11.51,1.89,DEN,90000212,
17,WR3,90000201,Chris Coleman,WR,DEN,5300,7.15,1.35,LAC,90000201,
17,TE,90000107,Omar Coleman,TE,GB,5800,10.03,1.73,DET,90000107,
17,FLEX,90000028,Aaron Monroe,RB,DAL,7100,17.31,2.44,PHI,90000028,
18,QB,90000170,Xavier Ashworth,QB,PIT,6600,14.05,2.13,JAX,90000170,
18,DEF,90000217,Chargers,DEF,LAC,5600,8.87,1.58,DEN,90000217,
18,RB1,90000064,Jared Castillo,RB,SF,8100,22.62,2.79,MIA,90000064,
18,RB2,90000088,Chris Pace,RB,CIN,7900,21.51,2.72,BAL,90000088,
18,WR1,90000151,Ryan Monroe,WR,HOU,6700,14.83,2.21,MIN,90000151,
18,WR2,90000212,Miles Castillo,WR,LAC,6100,11.51,1.89,DEN,90000212,
18,WR3,90000032,Emmanuel Pace,WR,DAL,6100,11.4,1.87,PHI,90000032,
18,TE,90000107,Omar Coleman,TE,GB,5800,10.03,1.73,DET,90000107,
18,FLEX,90000028,Aaron Monroe,RB,DAL,7100,17.31,2.44,PHI,90000028,
19,QB,90000206,Omar Denning,QB,LAC,6900,15.54,2.25,DEN,90000206,
19,DEF,90000061,Dolphins,DEF,MIA,5700,9.46,1.66,SF,90000061,
19,RB1,90000064,Jared Castillo,RB,SF,8100,22.62,2.79,MIA,90000064,
19,RB2,90000088,Chris Pace,RB,CIN,7900,21.51,2.72,BAL,90000088,
19,WR1,90000151,Ryan Monroe,WR,HOU,6700,14.83,2.21,MIN,90000151,
19,WR2,90000212,Miles Castillo,WR,LAC,6100,11.51,1.89,DEN,90000212,
19,WR3,90000032,Emmanuel Pace,WR,DAL,6100,11.4,1.87,PHI,90000032,
19,TE,90000131,Elijah Okafor,TE,SEA,5400,7.79,1.44,LAR,90000131,
19,FLEX,90000028,Aaron Monroe,RB,DAL,7100,17.31,2.44,PHI,90000028,
20,QB,90000170,Xavier Ashworth,QB,PIT,6600,14.05,2.13,JAX,90000170,
20,DEF,90000061,Dolphins,DEF,MIA,5700,9.46,1.66,SF,90000061,
20,RB1,90000064,Jared Castillo,RB,SF,8100,22.62,2.79,MIA,90000064,
20,RB2,90000017,Tyler Brooks,RB,KC,7500,19.2,2.56,BUF,90000017,
20,WR1,90000211,Tyler Delgado,WR,LAC,7200,17.26,2.4,DEN,90000211,
20,WR2,90000151,Ryan Monroe,WR,HOU,6700,14.83,2.21,MIN,90000151,
20,WR3,90000201,Chris Coleman,WR,DEN,5300,7.15,1.35,LAC,90000201,
20,TE,90000107,Omar Coleman,TE,GB,5800,10.03,1.73,DET,90000107,
20,FLEX,90000028,Aaron Monroe,RB,DAL,7100,17.31,2.44,PHI,90000028,
