lineup_id,roster_slot,player_id,player_name,position,team,salary,projection,value,opponent,site_player_id,stack_target
6,RB1,90000076,Brandon Pace,RB,BAL,8400,24.74,2.95,CIN,90000076,
6,RB2,90000232,Deshawn Fontaine,RB,ATL,8200,23.67,2.89,NO,90000232,
6,WR1,90000115,Cameron Whitfield,WR,DET,8700,26.14,3.0,GB,90000115,
6,WR2,90000104,Antonio Osei,WR,GB,7100,17.54,2.47,DET,90000104,
6,WR3,90000178,Kendall Odom,WR,PIT,4000,1.54,0.39,JAX,90000178,
6,TE,90000180,DeAndre Castillo,TE,PIT,4000,1.33,0.33,JAX,90000180,
6,FLEX,90000148,Brandon Grant,RB,HOU,7000,16.79,2.4,MIN,90000148,
7,QB,90000098,Emmanuel Whitfield,QB,GB,7500,19.29,2.57,DET,90000098,
7,DEF,90000061,Dolphins,DEF,MIA,5700,9.46,1.66,SF,90000061,
7,RB1,90000076,Brandon Pace,RB,BAL,8400,24.74,2.95,CIN,90000076,
7,RB2,90000232,Deshawn Fontaine,RB,ATL,8200,23.67,2.89,NO,90000232,
7,WR1,90000115,Cameron Whitfield,WR,DET,8700,26.14,3.0,GB,90000115,
7,WR2,90000092,Jordan Coleman,WR,CIN,6200,12.73,2.05,BAL,90000092,
7,WR3,90000178,Kendall Odom,WR,PIT,4000,1.54,0.39,JAX,90000178,
7,TE,90000228,Tyler Kessler,TE,NO,4100,1.78,0.43,ATL,90000228,
7,FLEX,90000160,Cameron Pruitt,RB,MIN,7200,18.38,2.55,HOU,90000160,
8,QB,90000098,Emmanuel Whitfield,QB,GB,7500,19.29,2.57,DET,90000098,
8,DEF,90000145,Rams,DEF,LAR,5300,7.69,1.45,SEA,90000145,
8,RB1,90000076,Brandon Pace,RB,BAL,8400,24.74,2.95,CIN,90000076,
8,RB2,90000232,Deshawn Fontaine,RB,ATL,8200,23.67,2.89,NO,90000232,
8,WR1,90000115,Cameron Whitfield,WR,DET,8700,26.14,3.0,GB,90000115,
8,WR2,90000104,Antonio Osei,WR,GB,7100,17.54,2.47,DET,90000104,
8,WR3,90000178,Kendall Odom,WR,PIT,4000,1.54,0.39,JAX,90000178,
8,TE,90000036,Omar Whitfield,TE,DAL,4000,1.38,0.34,PHI,90000036,
8,FLEX,90000184,Devon Fontaine,RB,JAX,6800,15.71,2.31,PIT,90000184,
9,QB,90000230,Trevor Hargrove,QB,ATL,8500,24.36,2.87,NO,90000230,
9,DEF,90000049,Eagles,DEF,PHI,5100,6.75,1.32,DAL,90000049,
9,RB1,90000232,Deshawn Fontaine,RB,ATL,8200,23.67,2.89,NO,90000232,
9,RB2,90000160,Cameron Pruitt,RB,MIN,7200,18.38,2.55,HOU,90000160,
9,WR1,90000104,Antonio Osei,WR,GB,7100,17.54,2.47,DET,90000104,
9,WR2,90000175,Reggie Osei,WR,PIT,7000,16.64,2.38,JAX,90000175,
9,WR3,90000178,Kendall Odom,WR,PIT,4000,1.54,0.39,JAX,90000178,
9,TE,90000047,Corey Manning,TE,PHI,6100,12.06,1.98,DAL,90000047,
9,FLEX,90000184,Devon Fontaine,RB,JAX,6800,15.71,2.31,PIT,90000184,
10,QB,90000230,Trevor Hargrove,QB,ATL,8500,24.36,2.87,NO,90000230,
10,DEF,90000049,Eagles,DEF,PHI,5100,6.75,1.32,DAL,90000049,
10,RB1,90000136,Dominic Rourke,RB,LAR,7900,21.64,2.74,SEA,90000136,
10,RB2,90000088,Chris Pace,RB,CIN,7900,21.51,2.72,BAL,90000088,
10,WR1,90000104,Antonio Osei,WR,GB,7100,17.54,2.47,DET,90000104,
10,WR2,90000092,Jordan Coleman,WR,CIN,6200,12.73,2.05,BAL,90000092,
10,WR3,90000166,Xavier Manning,WR,MIN,4000,1.34,0.34,HOU,90000166,
10,TE,90000047,Corey Manning,TE,PHI,6100,12.06,1.98,DAL,90000047,
10,FLEX,90000160,Cameron Pruitt,RB,MIN,7200,18.38,2.55,HOU,90000160,
11,QB,90000062,Jared Estrada,QB,SF,9200,27.68,3.01,MIA,90000062,
11,DEF,90000049,Eagles,DEF,PHI,5100,6.75,1.32,DAL,90000049,
11,RB1,90000064,Jared Castillo,RB,SF,8100,22.62,2.79,MIA,90000064,
11,RB2,90000160,Cameron Pruitt,RB,MIN,7200,18.38,2.55,HOU,90000160,
11,WR1,90000175,Reggie Osei,WR,PIT,7000,16.64,2.38,JAX,90000175,
11,WR2,90000092,Jordan Coleman,WR,CIN,6200,12.73,2.05,BAL,90000092,
11,WR3,90000166,Xavier Manning,WR,MIN,4000,1.34,0.34,HOU,90000166,
11,TE,90000047,Corey Manning,TE,PHI,6100,12.06,1.98,DAL,90000047,
11,FLEX,90000028,Aaron Monroe,RB,DAL,7100,17.31,2.44,PHI,90000028,
12,QB,90000230,Trevor Hargrove,QB,ATL,8500,24.36,2.87,NO,90000230,
12,DEF,90000145,Rams,DEF,LAR,5300,7.69,1.45,SEA,90000145,
12,RB1,90000136,Dominic Rourke,RB,LAR,7900,21.64,2.74,SEA,90000136,
12,RB2,90000088,Chris Pace,RB,CIN,7900,21.51,2.72,BAL,90000088,
12,WR1,90000175,Reggie Osei,WR,PIT,7000,16.64,2.38,JAX,90000175,
12,WR2,90000092,Jordan Coleman,WR,CIN,6200,12.73,2.05,BAL,90000092,
12,WR3,90000178,Kendall Odom,WR,PIT,4000,1.54,0.39,JAX,90000178,
12,TE,90000047,Corey Manning,TE,PHI,6100,12.06,1.98,DAL,90000047,
12,FLEX,90000028,Aaron Monroe,RB,DAL,7100,17.31,2.44,PHI,90000028,
13,QB,90000062,Jared Estrada,QB,SF,9200,27.68,3.01,MIA,90000062,
13,DEF,90000061,Dolphins,DEF,MIA,5700,9.46,1.66,SF,90000061,
13,RB1,90000064,Jared Castillo,RB,SF,8100,22.62,2.79,MIA,90000064,
13,RB2,90000136,Dominic Rourke,RB,LAR,7900,21.64,2.74,SEA,90000136,
13,WR1,90000175,Reggie Osei,WR,PIT,7000,16.64,2.38,JAX,90000175,
13,WR2,90000092,Jordan Coleman,WR,CIN,6200,12.73,2.05,BAL,90000092,
13,WR3,90000166,Xavier Manning,WR,MIN,4000,1.34,0.34,HOU,90000166,
13,TE,90000180,DeAndre Castillo,TE,PIT,4000,1.33,0.33,JAX,90000180,
13,FLEX,90000088,Chris Pace,RB,CIN,7900,21.51,2.72,BAL,90000088,
14,QB,90000014,Julian Marshall,QB,KC,8500,24.0,2.82,BUF,90000014,
14,DEF,90000049,Eagles,DEF,PHI,5100,6.75,1.32,DAL,90000049,
14,RB1,90000064,Jared Castillo,RB,SF,8100,22.62,2.79,MIA,90000064,
14,RB2,90000160,Cameron Pruitt,RB,MIN,7200,18.38,2.55,HOU,90000160,
14,WR1,90000175,Reggie Osei,WR,PIT,7000,16.64,2.38,JAX,90000175,
14,WR2,90000151,Ryan Monroe,WR,HOU,6700,14.83,2.21,MIN,90000151,
14,WR3,90000092,Jordan Coleman,WR,CIN,6200,12.73,2.05,BAL,90000092,
14,TE,90000048,Dominic Whitfield,TE,PHI,4100,1.69,0.41,DAL,90000048,
14,FLEX,90000028,Aaron Monroe,RB,DAL,7100,17.31,2.44,PHI,90000028,
15,QB,90000062,Jared Estrada,QB,SF,9200,27.68,3.01,MIA,90000062,
15,DEF,90000049,Eagles,DEF,PHI,5100,6.75,1.32,DAL,90000049,
15,RB1,90000064,Jared Castillo,RB,SF,8100,22.62,2.79,MIA,90000064,
15,RB2,90000088,Chris Pace,RB,CIN,7900,21.51,2.72,BAL,90000088,
15,WR1,90000211,Tyler Delgado,WR,LAC,7200,17.26,2.4,DEN,90000211,
15,WR2,90000175,Reggie Osei,WR,PIT,7000,16.64,2.38,JAX,90000175,
15,WR3,90000130,Jared Winslow,WR,SEA,4000,1.18,0.29,LAR,90000130,
15,TE,90000108,Tyler Winslow,TE,GB,4000,1.17,0.29,DET,90000108,
15,FLEX,90000017,Tyler Brooks,RB,KC,7500,19.2,2.56,BUF,90000017,
16,QB,90000230,Trevor Hargrove,QB,ATL,8500,24.36,2.87,NO,90000230,
16,DEF,90000145,Rams,DEF,LAR,5300,7.69,1.45,SEA,90000145,
16,RB1,90000088,Chris Pace,RB,CIN,7900,21.51,2.72,BAL,90000088,
16,RB2,90000017,Tyler Brooks,RB,KC,7500,19.2,2.56,BUF,90000017,
16,WR1,90000211,Tyler Delgado,WR,LAC,7200,17.26,2.4,DEN,90000211,
16,WR2,90000151,Ryan Monroe,WR,HOU,6700,14.83,2.21,MIN,90000151,
16,WR3,90000130,Jared Winslow,WR,SEA,4000,1.18,0.29,LAR,90000130,
16,TE,90000107,Omar Coleman,TE,GB,5800,10.03,1.73,DET,90000107,
16,FLEX,90000028,Aaron Monroe,RB,DAL,7100,17.31,2.44,PHI,90000028,
17,QB,90000062,Jared Estrada,QB,SF,9200,27.68,3.01,MIA,90000062,
17,DEF,90000145,Rams,DEF,LAR,5300,7.69,1.45,SEA,90000145,
17,RB1,90000088,Chris Pace,RB,CIN,7900,21.51,2.72,BAL,90000088,
17,RB2,90000017,Tyler Brooks,RB,KC,7500,19.2,2.56,BUF,90000017,
17,WR1,90000211,Tyler Delgado,WR,LAC,7200,17.26,2.4,DEN,90000211,
17,WR2,90000151,Ryan Monroe,WR,HOU,6700,14.83,2.21,MIN,90000151,
17,WR3,90000081,Reggie Pace,WR,BAL,5000,6.16,1.23,CIN,90000081,
17,TE,90000048,Dominic Whitfield,TE,PHI,4100,1.69,0.41,DAL,90000048,
17,FLEX,90000028,Aaron Monroe,RB,DAL,7100,17.31,2.44,PHI,90000028,
18,QB,90000062,Jared Estrada,QB,SF,9200,27.68,3.01,MIA,90000062,
18,DEF,90000145,Rams,DEF,LAR,5300,7.69,1.45,SEA,90000145,
18,RB1,90000088,Chris Pace,RB,CIN,7900,21.51,2.72,BAL,90000088,
18,RB2,90000017,Tyler Brooks,RB,KC,7500,19.2,2.56,BUF,90000017,
18,WR1,90000151,Ryan Monroe,WR,HOU,6700,14.83,2.21,MIN,90000151,
18,WR2,90000033,Corey Rivers,WR,DAL,6200,11.66,1.88,PHI,90000033,
18,WR3,90000130,Jared Winslow,WR,SEA,4000,1.18,0.29,LAR,90000130,
18,TE,90000047,Corey Manning,TE,PHI,6100,12.06,1.98,DAL,90000047,
18,FLEX,90000028,Aaron Monroe,RB,DAL,7100,17.31,2.44,PHI,90000028,
19,QB,90000062,Jared Estrada,QB,SF,9200,27.68,3.01,MIA,90000062,
19,DEF,90000205,Broncos,DEF,DEN,5500,7.84,1.43,LAC,90000205,
19,RB1,90000064,Jared Castillo,RB,SF,8100,22.62,2.79,MIA,90000064,
19,RB2,90000088,Chris Pace,RB,CIN,7900,21.51,2.72,BAL,90000088,
19,WR1,90000151,Ryan Monroe,WR,HOU,6700,14.83,2.21,MIN,90000151,
19,WR2,90000081,Reggie Pace,WR,BAL,5000,6.16,1.23,CIN,90000081,
19,WR3,90000130,Jared Winslow,WR,SEA,4000,1.18,0.29,LAR,90000130,
19,TE,90000047,Corey Manning,TE,PHI,6100,12.06,1.98,DAL,90000047,
19,FLEX,90000017,Tyler Brooks,RB,KC,7500,19.2,2.56,BUF,90000017,
20,QB,90000014,Julian Marshall,QB,KC,8500,24.0,2.82,BUF,90000014,
20,DEF,90000037,Cowboys,DEF,DAL,5400,7.29,1.35,PHI,90000037,
20,RB1,90000064,Jared Castillo,RB,SF,8100,22.62,2.79,MIA,90000064,
20,RB2,90000017,Tyler Brooks,RB,KC,7500,19.2,2.56,BUF,90000017,
20,WR1,90000211,Tyler Delgado,WR,LAC,7200,17.26,2.4,DEN,90000211,
20,WR2,90000212,Miles Castillo,WR,LAC,6100,11.51,1.89,DEN,90000212,
20,WR3,90000130,Jared Winslow,WR,SEA,4000,1.18,0.29,LAR,90000130,
20,TE,90000047,Corey Manning,TE,PHI,6100,12.06,1.98,DAL,90000047,
20,FLEX,90000028,Aaron Monroe,RB,DAL,7100,17.31,2.44,PHI,90000028,
