Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
90000139,WR,DeAndre,DeAndre Nakamura,Nakamura,16.7,1,7700,LAR@SEA 07/24/2026 04:05PM ET,LAR,SEA,,
90000235,WR,Chris,Chris Estrada,Estrada,20.56,1,7700,ATL@NO 07/24/2026 08:20PM ET,ATL,NO,,
90000176,WR,Levi,Levi Halsey,Halsey,18.37,1,7600,JAX@PIT 07/24/2026 04:25PM ET,PIT,JAX,,
90000098,QB,Emmanuel,Emmanuel Whitfield,Whitfield,19.51,1,7500,DET@GB 07/24/2026 01:00PM ET,GB,DET,,
90000017,RB,Tyler,Tyler Brooks,Brooks,16.29,1,7500,KC@BUF 07/24/2026 01:00PM ET,KC,BUF,,
90000077,RB,Jordan,Jordan Winslow,Winslow,12.76,1,7500,CIN@BAL 07/24/2026 01:00PM ET,BAL,CIN,,
90000112,RB,Zach,Zach Pruitt,Pruitt,17.36,1,7300,DET@GB 07/24/2026 01:00PM ET,DET,GB,,
90000208,RB,Levi,Levi Osei,Osei,18.31,1,7200,LAC@DEN 07/24/2026 04:25PM ET,LAC,DEN,,
90000160,RB,Cameron,Cameron Pruitt,Pruitt,19.83,1,7200,MIN@HOU 07/24/2026 04:05PM ET,MIN,HOU,,
90000211,WR,Tyler,Tyler Delgado,Delgado,16.9,1,7200,LAC@DEN 07/24/2026 04:25PM ET,LAC,DEN,,
90000040,RB,Devon,Devon Manning,Manning,15.62,1,7200,PHI@DAL 07/24/2026 01:00PM ET,PHI,DAL,,
90000104,WR,Antonio,Antonio Osei,Osei,14.65,1,7100,DET@GB 07/24/2026 01:00PM ET,GB,DET,,
90000068,WR,Antonio,Antonio Nakamura,Nakamura,12.3,1,7100,SF@MIA 07/24/2026 01:00PM ET,SF,MIA,,
90000023,TE,Chris,Chris Fontaine,Fontaine,15.89,1,7100,KC@BUF 07/24/2026 01:00PM ET,KC,BUF,,
90000028,RB,Aaron,Aaron Monroe,Monroe,17.58,1,7100,PHI@DAL 07/24/2026 01:00PM ET,DAL,PHI,,
90000116,WR,Levi,Levi Truman,Truman,14.81,1,7100,DET@GB 07/24/2026 01:00PM ET,DET,GB,,
90000187,WR,Elijah,Elijah Vance,Vance,16.36,1,7100,JAX@PIT 07/24/2026 04:25PM ET,JAX,PIT,,
90000045,WR,Levi,Levi Rourke,Rourke,14.41,1,7000,PHI@DAL 07/24/2026 01:00PM ET,PHI,DAL,,
90000148,RB,Brandon,Brandon Grant,Grant,17.69,1,7000,MIN@HOU 07/24/2026 04:05PM ET,HOU,MIN,,
90000007,WR,Brandon,Brandon Hargrove,Hargrove,14.99,1,7000,KC@BUF 07/24/2026 01:00PM ET,BUF,KC,,
90000055,WR,Miles,Miles Pace,Pace,17.93,1,7000,SF@MIA 07/24/2026 01:00PM ET,MIA,SF,,
90000175,WR,Reggie,Reggie Osei,Osei,17.82,1,7000,JAX@PIT 07/24/2026 04:25PM ET,PIT,JAX,,
90000080,WR,Preston,Preston Kessler,Kessler,11.52,1,6900,CIN@BAL 07/24/2026 01:00PM ET,BAL,CIN,,
90000206,QB,Omar,Omar Denning,Denning,16.5,1,6900,LAC@DEN 07/24/2026 04:25PM ET,LAC,DEN,,
90000220,RB,Levi,Levi Bishop,Bishop,16.7,1,6900,ATL@NO 07/24/2026 08:20PM ET,NO,ATL,,
90000016,RB,Trevor,Trevor Rivers,Rivers,12.26,1,6900,KC@BUF 07/24/2026 01:00PM ET,KC,BUF,,
90000101,RB,Trevor,Trevor Vance,Vance,15.65,1,6900,DET@GB 07/24/2026 01:00PM ET,GB,DET,,
90000065,RB,Nate,Nate Winslow,Winslow,11.89,1,6900,SF@MIA 07/24/2026 01:00PM ET,SF,MIA,,
90000050,QB,Omar,Omar Pruitt,Pruitt,20.06,1,6800,SF@MIA 07/24/2026 01:00PM ET,MIA,SF,,
90000041,RB,Levi,Levi Rivers,Rivers,13.31,1,6800,PHI@DAL 07/24/2026 01:00PM ET,PHI,DAL,,
90000184,RB,Devon,Devon Fontaine,Fontaine,18.3,1,6800,JAX@PIT 07/24/2026 04:25PM ET,JAX,PIT,,
90000008,WR,Malik,Malik Pace,Pace,14.55,1,6800,KC@BUF 07/24/2026 01:00PM ET,BUF,KC,,
90000173,RB,Jalen,Jalen Monroe,Monroe,12.22,1,6700,JAX@PIT 07/24/2026 04:25PM ET,PIT,JAX,,
90000091,WR,Antonio,Antonio Bishop,Bishop,14.16,1,6700,CIN@BAL 07/24/2026 01:00PM ET,CIN,BAL,,
90000151,WR,Ryan,Ryan Monroe,Monroe,19.04,1,6700,MIN@HOU 07/24/2026 04:05PM ET,HOU,MIN,,
90000140,WR,Malik,Malik Boykin,Boykin,14.11,1,6700,LAR@SEA 07/24/2026 04:05PM ET,LAR,SEA,,
90000134,QB,Grant,Grant Kessler,Kessler,13.69,1,6700,LAR@SEA 07/24/2026 04:05PM ET,LAR,SEA,,
90000005,RB,Jared,Jared Delgado,Delgado,10.14,1,6700,KC@BUF 07/24/2026 01:00PM ET,BUF,KC,,
90000196,RB,Miles,Miles Manning,Manning,16.02,1,6600,LAC@DEN 07/24/2026 04:25PM ET,DEN,LAC,,
90000170,QB,Xavier,Xavier Ashworth,Ashworth,13.42,1,6600,JAX@PIT 07/24/2026 04:25PM ET,PIT,JAX,,
90000158,QB,Reggie,Reggie Fields,Fields,16.65,1,6600,MIN@HOU 07/24/2026 04:05PM ET,MIN,HOU,,
90000026,QB,Antonio,Antonio Coleman,Coleman,15.32,1,6600,PHI@DAL 07/24/2026 01:00PM ET,DAL,PHI,,
90000052,RB,Cameron,Cameron Fontaine,Fontaine,17.93,1,6600,SF@MIA 07/24/2026 01:00PM ET,MIA,SF,,
90000167,TE,Devon,Devon Marshall,Marshall,12.27,1,6500,MIN@HOU 07/24/2026 04:05PM ET,MIN,HOU,,
90000146,QB,Devon,Devon Bishop,Bishop,15.19,1,6500,MIN@HOU 07/24/2026 04:05PM ET,HOU,MIN,,
90000095,TE,Xavier,Xavier Okafor,Okafor,9.37,1,6500,CIN@BAL 07/24/2026 01:00PM ET,CIN,BAL,,
90000011,TE,Jordan,Jordan Truman,Truman,9.8,1,6500,KC@BUF 07/24/2026 01:00PM ET,BUF,KC,,
90000124,RB,Caleb,Caleb Monroe,Monroe,14.4,1,6500,LAR@SEA 07/24/2026 04:05PM ET,SEA,LAR,,
90000083,TE,Nate,Nate Fields,Fields,11.85,1,6400,CIN@BAL 07/24/2026 01:00PM ET,BAL,CIN,,
90000128,WR,Omar,Omar Nakamura,Nakamura,16.22,1,6400,LAR@SEA 07/24/2026 04:05PM ET,SEA,LAR,,
90000182,QB,Brandon,Brandon Boykin,Boykin,13.64,1,6400,JAX@PIT 07/24/2026 04:25PM ET,JAX,PIT,,
90000179,TE,Ryan,Ryan Bishop,Bishop,13.24,1,6400,JAX@PIT 07/24/2026 04:25PM ET,PIT,JAX,,
90000233,RB,Isaiah,Isaiah Vance,Vance,10.15,1,6400,ATL@NO 07/24/2026 08:20PM ET,ATL,NO,,
90000029,RB,Deshawn,Deshawn Fields,Fields,14.39,1,6400,PHI@DAL 07/24/2026 01:00PM ET,DAL,PHI,,
90000069,WR,Aaron,Aaron Kessler,Kessler,9.74,1,6400,SF@MIA 07/24/2026 01:00PM ET,SF,MIA,,
90000163,WR,Malik,Malik Odom,Odom,13.84,1,6300,MIN@HOU 07/24/2026 04:05PM ET,MIN,HOU,,
90000152,WR,Cole,Cole Ashworth,Ashworth,13.51,1,6300,MIN@HOU 07/24/2026 04:05PM ET,HOU,MIN,,
90000127,WR,Elijah,Elijah Booker,Booker,15.45,1,6300,LAR@SEA 07/24/2026 04:05PM ET,SEA,LAR,,
90000021,WR,Julian,Julian Boykin,Boykin,9.74,1,6300,KC@BUF 07/24/2026 01:00PM ET,KC,BUF,,
90000020,WR,Jordan,Jordan Hargrove,Hargrove,12.24,1,6300,KC@BUF 07/24/2026 01:00PM ET,KC,BUF,,
90000188,WR,Jalen,Jalen Boykin,Boykin,13.26,1,6300,JAX@PIT 07/24/2026 04:25PM ET,JAX,PIT,,
90000113,RB,Zach,Zach Blackwell,Blackwell,11.98,1,6300,DET@GB 07/24/2026 01:00PM ET,DET,GB,,
90000033,WR,Corey,Corey Rivers,Rivers,11.95,1,6200,PHI@DAL 07/24/2026 01:00PM ET,DAL,PHI,,
90000092,WR,Jordan,Jordan Coleman,Coleman,11.85,1,6200,CIN@BAL 07/24/2026 01:00PM ET,CIN,BAL,,
90000086,QB,Jalen,Jalen Coleman,Coleman,13.02,1,6200,CIN@BAL 07/24/2026 01:00PM ET,CIN,BAL,,
90000161,RB,Emmanuel,Emmanuel Larkin,Larkin,10.12,1,6200,MIN@HOU 07/24/2026 04:05PM ET,MIN,HOU,,
90000224,WR,Trevor,Trevor Estrada,Estrada,12.36,1,6200,ATL@NO 07/24/2026 08:20PM ET,NO,ATL,,
90000200,WR,Emmanuel,Emmanuel Ellison,Ellison,11.89,1,6200,LAC@DEN 07/24/2026 04:25PM ET,DEN,LAC,,
90000089,RB,DeAndre,DeAndre Whitfield,Whitfield,10.63,1,6100,CIN@BAL 07/24/2026 01:00PM ET,CIN,BAL,,
90000032,WR,Emmanuel,Emmanuel Pace,Pace,12.26,1,6100,PHI@DAL 07/24/2026 01:00PM ET,DAL,PHI,,
90000221,RB,Levi,Levi Marshall,Marshall,11.37,1,6100,ATL@NO 07/24/2026 08:20PM ET,NO,ATL,,
90000212,WR,Miles,Miles Castillo,Castillo,11.15,1,6100,LAC@DEN 07/24/2026 04:25PM ET,LAC,DEN,,
90000143,TE,Ryan,Ryan Hargrove,Hargrove,8.52,1,6100,LAR@SEA 07/24/2026 04:05PM ET,LAR,SEA,,
90000047,TE,Corey,Corey Manning,Manning,11.89,1,6100,PHI@DAL 07/24/2026 01:00PM ET,PHI,DAL,,
90000236,WR,Omar,Omar Ellison,Ellison,11.03,1,6000,ATL@NO 07/24/2026 08:20PM ET,ATL,NO,,
90000056,WR,Omar,Omar Blackwell,Blackwell,14.5,1,6000,SF@MIA 07/24/2026 01:00PM ET,MIA,SF,,
90000193,D,Jaguars,Jaguars,,9.85,1,6000,JAX@PIT 07/24/2026 04:25PM ET,JAX,PIT,,
90000191,TE,Cameron,Cameron Winslow,Winslow,12.81,1,6000,JAX@PIT 07/24/2026 04:25PM ET,JAX,PIT,,
90000177,WR,Xavier,Xavier Whitfield,Whitfield,9.04,1,6000,JAX@PIT 07/24/2026 04:25PM ET,PIT,JAX,,
90000164,WR,Aaron,Aaron Denning,Denning,13.67,1,6000,MIN@HOU 07/24/2026 04:05PM ET,MIN,HOU,,
90000237,WR,Deshawn,Deshawn Boykin,Boykin,9.09,1,5900,ATL@NO 07/24/2026 08:20PM ET,ATL,NO,,
90000110,QB,Julian,Julian Whitfield,Whitfield,10.11,1,5900,DET@GB 07/24/2026 01:00PM ET,DET,GB,,
90000105,WR,Chris,Chris Manning,Manning,8.91,1,5900,DET@GB 07/24/2026 01:00PM ET,GB,DET,,
90000227,TE,Elijah,Elijah Winslow,Winslow,13.55,1,5900,ATL@NO 07/24/2026 08:20PM ET,NO,ATL,,
90000035,TE,Elijah,Elijah Ellison,Ellison,10.65,1,5900,PHI@DAL 07/24/2026 01:00PM ET,DAL,PHI,,
90000157,D,Texans,Texans,,7.63,1,5900,MIN@HOU 07/24/2026 04:05PM ET,HOU,MIN,,
90000153,WR,Trevor,Trevor Monroe,Monroe,10.81,1,5900,MIN@HOU 07/24/2026 04:05PM ET,HOU,MIN,,
90000225,WR,Grant,Grant Brooks,Brooks,10.96,1,5900,ATL@NO 07/24/2026 08:20PM ET,NO,ATL,,
90000203,TE,Trevor,Trevor Truman,Truman,11.05,1,5900,LAC@DEN 07/24/2026 04:25PM ET,DEN,LAC,,
90000109,D,Packers,Packers,,9.73,1,5800,DET@GB 07/24/2026 01:00PM ET,GB,DET,,
90000100,RB,Levi,Levi Grant,Grant,10.41,1,5800,DET@GB 07/24/2026 01:00PM ET,GB,DET,,
90000215,TE,Caleb,Caleb Blackwell,Blackwell,10.46,1,5800,LAC@DEN 07/24/2026 04:25PM ET,LAC,DEN,,
90000107,TE,Omar,Omar Coleman,Coleman,10.52,1,5800,DET@GB 07/24/2026 01:00PM ET,GB,DET,,
90000125,RB,Cameron,Cameron Estrada,Estrada,8.83,1,5800,LAR@SEA 07/24/2026 04:05PM ET,SEA,LAR,,
90000197,RB,Brandon,Brandon Pruitt,Pruitt,10.63,1,5800,LAC@DEN 07/24/2026 04:25PM ET,DEN,LAC,,
90000061,D,Dolphins,Dolphins,,9.35,1,5700,SF@MIA 07/24/2026 01:00PM ET,MIA,SF,,
90000057,WR,Kendall,Kendall Pruitt,Pruitt,9.58,1,5700,SF@MIA 07/24/2026 01:00PM ET,MIA,SF,,
90000241,D,Falcons,Falcons,,7.41,1,5700,ATL@NO 07/24/2026 08:20PM ET,ATL,NO,,
90000209,RB,Marcus,Marcus Grant,Grant,9.51,1,5700,LAC@DEN 07/24/2026 04:25PM ET,LAC,DEN,,
90000155,TE,Preston,Preston Bishop,Bishop,9.47,1,5600,MIN@HOU 07/24/2026 04:05PM ET,HOU,MIN,,
90000073,D,49ers,49ers,,7.47,1,5600,SF@MIA 07/24/2026 01:00PM ET,SF,MIA,,
90000093,WR,Brandon,Brandon Fields,Fields,7.58,1,5600,CIN@BAL 07/24/2026 01:00PM ET,CIN,BAL,,
90000217,D,Chargers,Chargers,,8.18,1,5600,LAC@DEN 07/24/2026 04:25PM ET,LAC,DEN,,
90000149,RB,Grant,Grant Osei,Osei,9.23,1,5600,MIN@HOU 07/24/2026 04:05PM ET,HOU,MIN,,
90000229,D,Saints,Saints,,8.47,1,5500,ATL@NO 07/24/2026 08:20PM ET,NO,ATL,,
90000205,D,Broncos,Broncos,,9.49,1,5500,LAC@DEN 07/24/2026 04:25PM ET,DEN,LAC,,
90000117,WR,Trevor,Trevor Ellison,Ellison,8.4,1,5500,DET@GB 07/24/2026 01:00PM ET,DET,GB,,
90000137,RB,Corey,Corey Boykin,Boykin,7.06,1,5500,LAR@SEA 07/24/2026 04:05PM ET,LAR,SEA,,
90000213,WR,Isaiah,Isaiah Sanders,Sanders,8.1,1,5500,LAC@DEN 07/24/2026 04:25PM ET,LAC,DEN,,
90000009,WR,Tyler,Tyler Fields,Fields,8.78,1,5500,KC@BUF 07/24/2026 01:00PM ET,BUF,KC,,
90000085,D,Ravens,Ravens,,8.04,1,5500,CIN@BAL 07/24/2026 01:00PM ET,BAL,CIN,,
90000097,D,Bengals,Bengals,,7.7,1,5500,CIN@BAL 07/24/2026 01:00PM ET,CIN,BAL,,
90000013,D,Bills,Bills,,7.44,1,5500,KC@BUF 07/24/2026 01:00PM ET,BUF,KC,,
90000053,RB,DeAndre,DeAndre Denning,Denning,11.29,1,5500,SF@MIA 07/24/2026 01:00PM ET,MIA,SF,,
90000131,TE,Elijah,Elijah Okafor,Okafor,8.07,1,5400,LAR@SEA 07/24/2026 04:05PM ET,SEA,LAR,,
90000185,RB,Zach,Zach Fontaine,Fontaine,9.83,1,5400,JAX@PIT 07/24/2026 04:25PM ET,JAX,PIT,,
90000181,D,Steelers,Steelers,,5.51,1,5400,JAX@PIT 07/24/2026 04:25PM ET,PIT,JAX,,
90000025,D,Chiefs,Chiefs,,6.92,1,5400,KC@BUF 07/24/2026 01:00PM ET,KC,BUF,,
90000037,D,Cowboys,Cowboys,,8.08,1,5400,PHI@DAL 07/24/2026 01:00PM ET,DAL,PHI,,
90000059,TE,Jared,Jared Osei,Osei,10.15,1,5400,SF@MIA 07/24/2026 01:00PM ET,MIA,SF,,
90000141,WR,Nate,Nate Boykin,Boykin,5.99,1,5300,LAR@SEA 07/24/2026 04:05PM ET,LAR,SEA,,
90000145,D,Rams,Rams,,6.33,1,5300,LAR@SEA 07/24/2026 04:05PM ET,LAR,SEA,,
90000201,WR,Chris,Chris Coleman,Coleman,7.39,1,5300,LAC@DEN 07/24/2026 04:25PM ET,DEN,LAC,,
90000165,WR,Deshawn,Deshawn Kessler,Kessler,7.88,1,5300,MIN@HOU 07/24/2026 04:05PM ET,MIN,HOU,,
90000239,TE,Preston,Preston Blackwell,Blackwell,5.54,1,5200,ATL@NO 07/24/2026 08:20PM ET,ATL,NO,,
90000119,TE,Jordan,Jordan Brooks,Brooks,6.35,1,5200,DET@GB 07/24/2026 01:00PM ET,DET,GB,,
90000133,D,Seahawks,Seahawks,,6.15,1,5200,LAR@SEA 07/24/2026 04:05PM ET,SEA,LAR,,
90000030,RB,Preston,Preston Sanders,Sanders,5.95,1,5100,PHI@DAL 07/24/2026 01:00PM ET,DAL,PHI,,
90000049,D,Eagles,Eagles,,5.89,1,5100,PHI@DAL 07/24/2026 01:00PM ET,PHI,DAL,,
90000081,WR,Reggie,Reggie Pace,Pace,5.29,1,5000,CIN@BAL 07/24/2026 01:00PM ET,BAL,CIN,,
90000138,RB,Reggie,Reggie Winslow,Winslow,4.39,1,4900,LAR@SEA 07/24/2026 04:05PM ET,LAR,SEA,,
90000129,WR,Antonio,Antonio Winslow,Winslow,6.66,1,4900,LAR@SEA 07/24/2026 04:05PM ET,SEA,LAR,,
90000046,WR,Brandon,Brandon Marshall,Marshall,5.0,1,4900,PHI@DAL 07/24/2026 01:00PM ET,PHI,DAL,,
90000174,RB,Antonio,Antonio Vance,Vance,4.47,1,4800,JAX@PIT 07/24/2026 04:25PM ET,PIT,JAX,,
90000121,D,Lions,Lions,,4.98,1,4800,DET@GB 07/24/2026 01:00PM ET,DET,GB,,
90000189,WR,Julian,Julian Ellison,Ellison,5.88,1,4800,JAX@PIT 07/24/2026 04:25PM ET,JAX,PIT,,
90000082,WR,Julian,Julian Booker,Booker,3.77,1,4700,CIN@BAL 07/24/2026 01:00PM ET,BAL,CIN,,
90000234,RB,Aaron,Aaron Delgado,Delgado,3.34,1,4700,ATL@NO 07/24/2026 08:20PM ET,ATL,NO,,
90000072,TE,Corey,Corey Pace,Pace,2.85,1,4600,SF@MIA 07/24/2026 01:00PM ET,SF,MIA,,
90000058,WR,Dominic,Dominic Kessler,Kessler,3.8,1,4600,SF@MIA 07/24/2026 01:00PM ET,MIA,SF,,
90000198,RB,Marcus,Marcus Monroe,Monroe,4.2,1,4600,LAC@DEN 07/24/2026 04:25PM ET,DEN,LAC,,
90000096,TE,Malik,Malik Estrada,Estrada,3.06,1,4600,CIN@BAL 07/24/2026 01:00PM ET,CIN,BAL,,
90000238,WR,Malik,Malik Booker,Booker,3.56,1,4500,ATL@NO 07/24/2026 08:20PM ET,ATL,NO,,
90000042,RB,Aaron,Aaron Sanders,Sanders,2.95,1,4500,PHI@DAL 07/24/2026 01:00PM ET,PHI,DAL,,
90000144,TE,Dominic,Dominic Winslow,Winslow,2.86,1,4500,LAR@SEA 07/24/2026 04:05PM ET,LAR,SEA,,
90000066,RB,Preston,Preston Okafor,Okafor,2.67,1,4500,SF@MIA 07/24/2026 01:00PM ET,SF,MIA,,
90000094,WR,Ryan,Ryan Pace,Pace,2.93,1,4500,CIN@BAL 07/24/2026 01:00PM ET,CIN,BAL,,
90000106,WR,Xavier,Xavier Monroe,Monroe,2.19,1,4400,DET@GB 07/24/2026 01:00PM ET,GB,DET,,
90000024,TE,Preston,Preston Monroe,Monroe,2.88,1,4400,KC@BUF 07/24/2026 01:00PM ET,KC,BUF,,
90000240,TE,Zach,Zach Sanders,Sanders,2.03,1,4400,ATL@NO 07/24/2026 08:20PM ET,ATL,NO,,
90000054,RB,Levi,Levi Denning,Denning,3.87,1,4400,SF@MIA 07/24/2026 01:00PM ET,MIA,SF,,
90000154,WR,Xavier,Xavier Pace,Pace,3.04,1,4400,MIN@HOU 07/24/2026 04:05PM ET,HOU,MIN,,
90000156,TE,Jalen,Jalen Fontaine,Fontaine,3.34,1,4400,MIN@HOU 07/24/2026 04:05PM ET,HOU,MIN,,
90000216,TE,Devon,Devon Okafor,Okafor,3.27,1,4400,LAC@DEN 07/24/2026 04:25PM ET,LAC,DEN,,
90000190,WR,Cameron,Cameron Castillo,Castillo,3.12,1,4400,JAX@PIT 07/24/2026 04:25PM ET,JAX,PIT,,
90000226,WR,Kendall,Kendall Estrada,Estrada,3.48,1,4400,ATL@NO 07/24/2026 08:20PM ET,NO,ATL,,
90000022,WR,Isaiah,Isaiah Fields,Fields,2.29,1,4400,KC@BUF 07/24/2026 01:00PM ET,KC,BUF,,
90000010,WR,Reggie,Reggie Larkin,Larkin,3.28,1,4400,KC@BUF 07/24/2026 01:00PM ET,BUF,KC,,
90000214,WR,Jordan,Jordan Pace,Pace,3.23,1,4400,LAC@DEN 07/24/2026 04:25PM ET,LAC,DEN,,
90000186,RB,Corey,Corey Blackwell,Blackwell,2.94,1,4300,JAX@PIT 07/24/2026 04:25PM ET,JAX,PIT,,
90000118,WR,Devon,Devon Larkin,Larkin,2.65,1,4300,DET@GB 07/24/2026 01:00PM ET,DET,GB,,
90000231,QB,Brandon,Brandon Okafor,Okafor,1.93,1,4300,ATL@NO 07/24/2026 08:20PM ET,ATL,NO,,
90000150,RB,Jared,Jared Blackwell,Blackwell,2.78,1,4300,MIN@HOU 07/24/2026 04:05PM ET,HOU,MIN,,
90000169,D,Vikings,Vikings,,2.51,1,4300,MIN@HOU 07/24/2026 04:05PM ET,MIN,HOU,,
90000222,RB,Corey,Corey Monroe,Monroe,2.8,1,4300,ATL@NO 07/24/2026 08:20PM ET,NO,ATL,,
90000102,RB,Brandon,Brandon Fontaine,Fontaine,2.66,1,4300,DET@GB 07/24/2026 01:00PM ET,GB,DET,,
90000084,TE,Dominic,Dominic Marshall,Marshall,2.2,1,4300,CIN@BAL 07/24/2026 01:00PM ET,BAL,CIN,,
90000060,TE,Xavier,Xavier Larkin,Larkin,3.27,1,4300,SF@MIA 07/24/2026 01:00PM ET,MIA,SF,,
90000090,RB,Omar,Omar Winslow,Winslow,1.93,1,4300,CIN@BAL 07/24/2026 01:00PM ET,CIN,BAL,,
90000034,WR,Preston,Preston Whitfield,Whitfield,2.89,1,4300,PHI@DAL 07/24/2026 01:00PM ET,DAL,PHI,,
90000012,TE,Chris,Chris Ashworth,Ashworth,1.53,1,4200,KC@BUF 07/24/2026 01:00PM ET,BUF,KC,,
90000063,QB,Tyler,Tyler Larkin,Larkin,1.49,1,4200,SF@MIA 07/24/2026 01:00PM ET,SF,MIA,,
90000168,TE,DeAndre,DeAndre Rivers,Rivers,2.78,1,4200,MIN@HOU 07/24/2026 04:05PM ET,MIN,HOU,,
90000147,QB,Jared,Jared Manning,Manning,1.92,1,4200,MIN@HOU 07/24/2026 04:05PM ET,HOU,MIN,,
90000126,RB,Malik,Malik Rivers,Rivers,2.38,1,4200,LAR@SEA 07/24/2026 04:05PM ET,SEA,LAR,,
90000162,RB,Trevor,Trevor Fields,Fields,1.75,1,4100,MIN@HOU 07/24/2026 04:05PM ET,MIN,HOU,,
90000114,RB,Corey,Corey Bishop,Bishop,1.76,1,4100,DET@GB 07/24/2026 01:00PM ET,DET,GB,,
90000120,TE,Ryan,Ryan Estrada,Estrada,1.63,1,4100,DET@GB 07/24/2026 01:00PM ET,DET,GB,,
90000210,RB,Caleb,Caleb Booker,Booker,1.61,1,4100,LAC@DEN 07/24/2026 04:25PM ET,LAC,DEN,,
90000219,QB,Corey,Corey Nakamura,Nakamura,1.61,1,4100,ATL@NO 07/24/2026 08:20PM ET,NO,ATL,,
90000048,TE,Dominic,Dominic Whitfield,Whitfield,1.63,1,4100,PHI@DAL 07/24/2026 01:00PM ET,PHI,DAL,,
90000228,TE,Tyler,Tyler Kessler,Kessler,2.17,1,4100,ATL@NO 07/24/2026 08:20PM ET,NO,ATL,,
90000195,QB,Brandon,Brandon Nakamura,Nakamura,1.43,1,4100,LAC@DEN 07/24/2026 04:25PM ET,DEN,LAC,,
90000099,QB,Kendall,Kendall Nakamura,Nakamura,0.99,1,4000,DET@GB 07/24/2026 01:00PM ET,GB,DET,,
90000108,TE,Tyler,Tyler Winslow,Winslow,1.32,1,4000,DET@GB 07/24/2026 01:00PM ET,GB,DET,,
