Position,Name,Name + ID,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
WR,Zay Jones,Zay Jones (300024),300024,CPT,5100,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
WR,Zay Jones,Zay Jones (300025),300025,FLEX,3400,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
WR,Steven Sims,Steven Sims (300026),300026,CPT,6300,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
WR,Steven Sims,Steven Sims (300027),300027,FLEX,4200,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
WR,Michael Wilson,Michael Wilson (300028),300028,CPT,10600,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
WR,Michael Wilson,Michael Wilson (300029),300029,FLEX,7100,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
WR,Trent Sherfield,Trent Sherfield (300030),300030,CPT,8400,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
WR,Trent Sherfield,Trent Sherfield (300031),300031,FLEX,5600,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
WR,Jalen Brooks,Jalen Brooks (300032),300032,CPT,7400,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
WR,Jalen Brooks,Jalen Brooks (300033),300033,FLEX,4900,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
WR,Greg Dortch,Greg Dortch (300034),300034,CPT,9800,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
WR,Greg Dortch,Greg Dortch (300035),300035,FLEX,6500,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
WR,Andre Baccellia,Andre Baccellia (300036),300036,CPT,8600,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
WR,Andre Baccellia,Andre Baccellia (300037),300037,FLEX,5700,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
TE,Pharaoh Brown,Pharaoh Brown (300038),300038,CPT,5400,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
TE,Pharaoh Brown,Pharaoh Brown (300039),300039,FLEX,3600,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
TE,Josiah Deguara,Josiah Deguara (300040),300040,CPT,5000,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
TE,Josiah Deguara,Josiah Deguara (300041),300041,FLEX,3300,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
TE,Trey McBride,Trey McBride (300042),300042,CPT,9000,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
TE,Trey McBride,Trey McBride (300043),300043,FLEX,6000,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
TE,Tip Reiman,Tip Reiman (300044),300044,CPT,4400,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
TE,Tip Reiman,Tip Reiman (300045),300045,FLEX,2900,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
TE,Travis Vokolek,Travis Vokolek (300046),300046,CPT,5800,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
TE,Travis Vokolek,Travis Vokolek (300047),300047,FLEX,3900,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
TE,Elijah Higgins,Elijah Higgins (300048),300048,CPT,7000,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
TE,Elijah Higgins,Elijah Higgins (300049),300049,FLEX,4700,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
K,Chad Ryland,Chad Ryland (300050),300050,CPT,7000,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
K,Chad Ryland,Chad Ryland (300051),300051,FLEX,4700,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
DST,ARI Defense,ARI Defense (300052),300052,CPT,4800,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
DST,ARI Defense,ARI Defense (300053),300053,FLEX,3200,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,ARI,0.0,
QB,Bryce Young,Bryce Young (300054),300054,CPT,8100,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
QB,Bryce Young,Bryce Young (300055),300055,FLEX,5400,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
QB,Andy Dalton,Andy Dalton (300056),300056,CPT,9800,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
QB,Andy Dalton,Andy Dalton (300057),300057,FLEX,6500,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
RB,Chuba Hubbard,Chuba Hubbard (300058),300058,CPT,6000,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
RB,Chuba Hubbard,Chuba Hubbard (300059),300059,FLEX,4000,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
RB,Rico Dowdle,Rico Dowdle (300060),300060,CPT,9300,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
RB,Rico Dowdle,Rico Dowdle (300061),300061,FLEX,6200,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
RB,Trevor Etienne,Trevor Etienne (300062),300062,CPT,5000,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
RB,Trevor Etienne,Trevor Etienne (300063),300063,FLEX,3300,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
WR,Jimmy Horn Jr.,Jimmy Horn Jr. (300064),300064,CPT,11400,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
WR,Jimmy Horn Jr.,Jimmy Horn Jr. (300065),300065,FLEX,7600,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
WR,Brycen Tremayne,Brycen Tremayne (300066),300066,CPT,9600,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
WR,Brycen Tremayne,Brycen Tremayne (300067),300067,FLEX,6400,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
WR,Jalen Coker,Jalen Coker (300068),300068,CPT,12400,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
WR,Jalen Coker,Jalen Coker (300069),300069,FLEX,8300,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
WR,Hunter Renfrow,Hunter Renfrow (300070),300070,CPT,7400,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
WR,Hunter Renfrow,Hunter Renfrow (300071),300071,FLEX,4900,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
WR,Dalevon Campbell,Dalevon Campbell (300072),300072,CPT,10800,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
WR,Dalevon Campbell,Dalevon Campbell (300073),300073,FLEX,7200,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
WR,David Moore,David Moore (300074),300074,CPT,9900,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
WR,David Moore,David Moore (300075),300075,FLEX,6600,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
WR,Tetairoa McMillan,Tetairoa McMillan (300076),300076,CPT,9800,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
WR,Tetairoa McMillan,Tetairoa McMillan (300077),300077,FLEX,6500,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
WR,Xavier Legette,Xavier Legette (300078),300078,CPT,8600,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
WR,Xavier Legette,Xavier Legette (300079),300079,FLEX,5700,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
TE,James Mitchell,James Mitchell (300080),300080,CPT,10200,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
TE,James Mitchell,James Mitchell (300081),300081,FLEX,6800,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
TE,Tommy Tremble,Tommy Tremble (300082),300082,CPT,6900,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
TE,Tommy Tremble,Tommy Tremble (300083),300083,FLEX,4600,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
TE,Mitchell Evans,Mitchell Evans (300084),300084,CPT,8200,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
TE,Mitchell Evans,Mitchell Evans (300085),300085,FLEX,5500,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
TE,Ja'Tavion Sanders,Ja'Tavion Sanders (300086),300086,CPT,4200,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
TE,Ja'Tavion Sanders,Ja'Tavion Sanders (300087),300087,FLEX,2800,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
K,Ryan Fitzgerald,Ryan Fitzgerald (300088),300088,CPT,6600,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
K,Ryan Fitzgerald,Ryan Fitzgerald (300089),300089,FLEX,4400,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
DST,CAR Defense,CAR Defense (300090),300090,CPT,7500,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
DST,CAR Defense,CAR Defense (300091),300091,FLEX,5000,SYNTHETIC ARI@CAR 08/06/2026 07:13AM ET,CAR,0.0,
