espn_id,player_name,espn_position,team,status,raw_status,last_updated,normalized_name,normalized_team,match_method
4431580,Miller Moss,QB,CHI,OUT,Out,2026-09-12T17:37Z,miller moss,CHI,
4685504,Sam Roush,TE,CHI,ACTIVE,,,sam roush,CHI,
4869748,Zavion Thomas,WR,CHI,ACTIVE,,,zavion thomas,CHI,
5150662,Hayden Large,TE,CHI,OUT,Injured Reserve,2026-09-01T23:40Z,hayden large,CHI,
3914397,Scotty Miller,WR,CHI,ACTIVE,,,scotty miller,CHI,
5085189,Jack Endries,TE,CIN,OUT,Out,2026-09-13T16:16Z,jack endries,CIN,
4384852,Dohnte Meyers,WR,CIN,ACTIVE,,,dohnte meyers,CIN,
5092508,Colbie Young,WR,CIN,ACTIVE,,,colbie young,CIN,
4430992,Kentrel Bullock,RB,CIN,ACTIVE,,,kentrel bullock,CIN,
4718457,Noah Thomas,WR,CIN,ACTIVE,,,noah thomas,CIN,
4832800,Denzel Boston,WR,CLE,ACTIVE,,,denzel boston,CLE,
4870653,KC Concepcion,WR,CLE,ACTIVE,,,kc concepcion,CLE,
4431325,Taylen Green,QB,CLE,OUT,Out,2026-09-13T15:46Z,taylen green,CLE,
4685540,Carsen Ryan,TE,CLE,ACTIVE,,,carsen ryan,CLE,
4565859,Joe Royer,TE,CLE,OUT,Out,2026-08-30T21:32Z,joe royer,CLE,
5096863,Kole Wilson,WR,CLE,ACTIVE,,,kole wilson,CLE,
4808759,Camden Brown,WR,DAL,OUT,Out,2026-09-13T23:09Z,camden brown,DAL,
4710711,DJ Rogers,TE,DAL,OUT,Injured Reserve,2026-08-31T22:59Z,dj rogers,DAL,
4685409,Jordan Hudson,WR,DAL,ACTIVE,,,jordan hudson,DAL,
4685110,Anthony Smith,WR,DAL,ACTIVE,,,anthony smith,DAL,
4594749,Michael Trigg,TE,DAL,ACTIVE,,,michael trigg,DAL,
5159802,Dallen Bentley,TE,DEN,ACTIVE,,,dallen bentley,DEN,
4702555,Jonah Coleman,RB,DEN,ACTIVE,,,jonah coleman,DEN,
5225419,Kolbe Katsis,WR,DEN,ACTIVE,,,kolbe katsis,DEN,
4685424,Dane Key,WR,DEN,ACTIVE,,,dane key,DEN,
3116136,Justin Jackson,RB,DET,ACTIVE,,,justin jackson,DET,
4685441,Kendrick Law,WR,DET,OUT,Injured Reserve,2026-06-17T20:34Z,kendrick law,DET,
4597679,Luke Altmyer,QB,DET,ACTIVE,,,luke altmyer,DET,
4635009,J. Michael Sturdivant,WR,GB,OUT,Out,2026-09-13T19:34Z,j michael sturdivant,GB,
4876378,Damon Bankston,RB,GB,ACTIVE,,,damon bankston,GB,
4431334,Chris Hilton Jr.,WR,GB,ACTIVE,,,chris hilton,GB,
4695705,Marlin Klein,TE,HOU,ACTIVE,,,marlin klein,HOU,
4683159,Lewis Bond,WR,HOU,ACTIVE,,,lewis bond,HOU,
4695400,Mark Gronowski,QB,HOU,ACTIVE,,,mark gronowski,HOU,
4878293,Daniel Sobkowicz,WR,HOU,ACTIVE,,,daniel sobkowicz,HOU,
4432631,Noah Whittington,RB,HOU,ACTIVE,,,noah whittington,HOU,
4683151,Deion Burks,WR,IND,ACTIVE,,,deion burks,IND,
4686468,Seth McGowan,RB,IND,ACTIVE,,,seth mcgowan,IND,
4722908,Drew Ogletree,TE,IND,ACTIVE,,,drew ogletree,IND,
4702120,Carson Towt,TE,IND,OUT,Injured Reserve,2026-09-08T20:42Z,carson towt,IND,
5153650,Davon Booth,RB,IND,ACTIVE,,,davon booth,IND,
4612558,Anderson Castle,RB,IND,ACTIVE,,,anderson castle,IND,
4746099,Kenny Fletcher Jr.,TE,IND,ACTIVE,,,kenny fletcher,IND,
4686248,Nate Boerkircher,TE,JAX,ACTIVE,,,nate boerkircher,JAX,
4879194,Josh Cameron,WR,JAX,ACTIVE,,,josh cameron,JAX,
4917427,Tanner Koziol,TE,JAX,OUT,Out,2026-09-13T16:12Z,tanner koziol,JAX,
5085024,CJ Williams,WR,JAX,ACTIVE,,,cj williams,JAX,
5151948,Joey Aguilar,QB,JAX,ACTIVE,,,joey aguilar,JAX,
4575862,Trebor Pena,WR,JAX,ACTIVE,,,trebor pena,JAX,
4713118,J'Mari Taylor,RB,JAX,ACTIVE,,,jmari taylor,JAX,
5152117,Michael Wortham,WR,JAX,ACTIVE,,,michael wortham,JAX,
4912218,Cyrus Allen,WR,KC,ACTIVE,,,cyrus allen,KC,
4832955,Emmett Johnson,RB,KC,ACTIVE,,,emmett johnson,KC,
4567747,Garrett Nussmeier,QB,KC,ACTIVE,,,garrett nussmeier,KC,
4885466,Jeff Caldwell,WR,KC,OUT,Injured Reserve,2026-08-25T23:12Z,jeff caldwell,KC,
4708490,John Michael Gyllenborg,TE,KC,OUT,Injured Reserve,2026-07-28T21:54Z,john michael gyllenborg,KC,
4605841,Nathan Carter,RB,KC,ACTIVE,,,nathan carter,KC,
4702908,Omari Evans,WR,KC,ACTIVE,,,omari evans,KC,
4685489,Jaydn Ott,RB,KC,ACTIVE,,,jaydn ott,KC,
5150247,Malik Benson,WR,LV,ACTIVE,,,malik benson,LV,
4837248,Fernando Mendoza,QB,LV,ACTIVE,,,fernando mendoza,LV,
4686658,Mike Washington Jr.,RB,LV,ACTIVE,,,mike washington,LV,
4433901,Corey Rucker,WR,LV,OUT,Injured Reserve,2026-06-10T20:52Z,corey rucker,LV,
4693208,Patrick Gurd,TE,LV,ACTIVE,,,patrick gurd,LV,
4688835,Roman Hemby,RB,LV,ACTIVE,,,roman hemby,LV,
4685553,Brenen Thompson,WR,LAC,ACTIVE,,,brenen thompson,LAC,
4691889,Greg Desrosiers Jr.,RB,LAC,ACTIVE,,,greg desrosiers,LAC,
3916071,Gary Jennings,WR,LAC,ACTIVE,,,gary jennings,LAC,
5082633,Evan Svoboda,TE,LAC,ACTIVE,,,evan svoboda,LAC,
4605951,CJ Daniels,WR,LA,OUT,Out,2026-09-11T00:02Z,cj daniels,LA,
4833029,Max Klare,TE,LA,OUT,Out,2026-09-11T00:07Z,max klare,LA,
4685522,Ty Simpson,QB,LA,OUT,Out,2026-09-10T23:47Z,ty simpson,LA,
4877717,Matthew Caldwell,QB,LA,OUT,Injured Reserve,2026-08-29T22:20Z,matthew caldwell,LA,
5082269,Dean Connors,RB,LA,ACTIVE,,,dean connors,LA,
4608858,Dan Villari,TE,LA,ACTIVE,,,dan villari,LA,
4869961,Chris Bell,WR,MIA,ACTIVE,,,chris bell,MIA,
4685307,Kevin Coleman Jr.,WR,MIA,ACTIVE,,,kevin coleman,MIA,
4869645,Caleb Douglas,WR,MIA,ACTIVE,,,caleb douglas,MIA,
4685116,DJ Herman,FB,MIA,ACTIVE,,,dj herman,MIA,
4912052,Justin Joly,TE,MIA,OUT,Out,2026-09-13T19:15Z,justin joly,MIA,
4880236,Will Kacmarek,TE,MIA,ACTIVE,,,will kacmarek,MIA,
4714379,Seydou Traore,TE,MIA,ACTIVE,,,seydou traore,MIA,
4878695,Max Bredeson,FB,MIN,ACTIVE,,,max bredeson,MIN,
4832846,Demond Claiborne,RB,MIN,OUT,Out,2026-09-13T19:30Z,demond claiborne,MIN,
4712579,Dillon Bell,WR,MIN,ACTIVE,,,dillon bell,MIN,
4688418,Michael Briscoe,WR,MIN,ACTIVE,,,michael briscoe,MIN,
4433906,Trayvon Rudolph,WR,MIN,ACTIVE,,,trayvon rudolph,MIN,
4683308,Tanner Arkin,TE,NE,ACTIVE,,,tanner arkin,NE,
3115328,Jalen Hurd,WR,NE,ACTIVE,,,jalen hurd,NE,
4431465,Behren Morton,QB,NE,OUT,Out,2026-09-09T23:05Z,behren morton,NE,
4831959,Eli Raridon,TE,NE,ACTIVE,,,eli raridon,NE,
4676889,Myles Montgomery,RB,NE,OUT,Injured Reserve,2026-08-19T12:07Z,myles montgomery,NE,
5011554,Kyle Dixon,WR,NE,ACTIVE,,,kyle dixon,NE,
5295981,Cameron Dorner,WR,NE,ACTIVE,,,cameron dorner,NE,
4698597,Barion Brown,WR,NO,ACTIVE,,,barion brown,NO,
4702559,Oscar Delp,TE,NO,OUT,Out,2026-09-13T15:48Z,oscar delp,NO,
5081999,CJ Donaldson,RB,NO,ACTIVE,,,cj donaldson,NO,
4879276,Bryce Lance,WR,NO,ACTIVE,,,bryce lance,NO,
4877738,Brock Rechsteiner,WR,NO,OUT,Suspension,2026-08-30T20:39Z,brock rechsteiner,NO,
4569682,Audric Estime,RB,NO,OUT,Injured Reserve,2026-09-12T18:18Z,audric estime,NO,
4880281,Jordyn Tyson,WR,NO,OUT,Injured Reserve,2026-08-30T22:30Z,jordyn tyson,NO,
16733,Odell Beckham Jr.,WR,NYG,ACTIVE,,,odell beckham,NYG,
4682648,Malachi Fields,WR,NYG,ACTIVE,,,malachi fields,NYG,
5393270,Grant Finley,FB,NYG,ACTIVE,,,grant finley,NYG,
4723820,Omar Cooper Jr.,WR,NYJ,QUESTIONABLE,Questionable,2026-09-13T23:21Z,omar cooper,NYJ,
4685413,Cade Klubnik,QB,NYJ,ACTIVE,,,cade klubnik,NYJ,
5083315,Kenyon Sadiq,TE,NYJ,ACTIVE,,,kenyon sadiq,NYJ,
4430185,Caullin Lacy,WR,NYJ,QUESTIONABLE,Questionable,2026-08-28T22:18Z,caullin lacy,NYJ,
4430893,Chip Trayanum,RB,NYJ,OUT,Injured Reserve,2026-08-31T18:44Z,chip trayanum,NYJ,
4599158,Al-Jay Henderson,RB,NYJ,ACTIVE,,,al jay henderson,NYJ,
4682509,Malik McClain,WR,NYJ,ACTIVE,,,malik mcclain,NYJ,
4241372,Hollywood Brown,WR,PHI,ACTIVE,,,hollywood brown,PHI,
4870795,Makai Lemon,WR,PHI,ACTIVE,,,makai lemon,PHI,
4879250,Cole Payton,QB,PHI,OUT,Out,2026-09-13T19:29Z,cole payton,PHI,
4431574,Eli Stowers,TE,PHI,OUT,Injured Reserve,2026-09-12T20:06Z,eli stowers,PHI,
4714771,Drew Allar,QB,PIT,OUT,Out,2026-09-13T15:56Z,drew allar,PIT,
4685261,Germie Bernard,WR,PIT,ACTIVE,,,germie bernard,PIT,
5081508,Eli Heidenreich,RB,PIT,ACTIVE,,,eli heidenreich,PIT,
4693370,Riley Nowakowski,FB,PIT,ACTIVE,,,riley nowakowski,PIT,
5081338,Kaden Wetjen,WR,PIT,ACTIVE,,,kaden wetjen,PIT,
4035198,Brandon Johnson,WR,PIT,ACTIVE,,,brandon johnson,PIT,
4566198,Lake McRee,TE,PIT,ACTIVE,,,lake mcree,PIT,
4696044,Kaelon Black,RB,SF,ACTIVE,,,kaelon black,SF,
4710714,De'Zhaun Stribling,WR,SF,DOUBTFUL,Doubtful,2026-09-13T13:41Z,dezhaun stribling,SF,
4699678,Khalil Dinkins,TE,SF,ACTIVE,,,khalil dinkins,SF,
4888723,Wesley Grimes,WR,SF,ACTIVE,,,wesley grimes,SF,
4683114,Will Pauling,WR,SF,ACTIVE,,,will pauling,SF,
4685512,Jadarian Price,RB,SEA,ACTIVE,,,jadarian price,SEA,
3929636,Irv Charles,WR,SEA,OUT,Injured Reserve,2026-08-31T21:39Z,irv charles,SEA,
4685381,Emmanuel Henderson Jr.,WR,SEA,ACTIVE,,,emmanuel henderson,SEA,
4596472,Jalon Daniels,QB,TB,ACTIVE,,,jalon daniels,TB,
5220680,Ted Hurst III,WR,TB,ACTIVE,,,ted hurst,TB,
4890373,Bauer Sharp,TE,TB,ACTIVE,,,bauer sharp,TB,
4875613,Dean Patterson,WR,TB,ACTIVE,,,dean patterson,TB,
4713277,Eric Rivers Jr.,WR,TB,ACTIVE,,,eric rivers,TB,
4685555,Nicholas Singleton,RB,TEN,OUT,Out,2026-09-13T15:54Z,nicholas singleton,TEN,
4871023,Carnell Tate,WR,TEN,ACTIVE,,,carnell tate,TEN,
4877034,Jaren Kanak,TE,TEN,OUT,Injured Reserve,2026-08-19T12:07Z,jaren kanak,TEN,
4240657,Michael Carter,RB,TEN,ACTIVE,,,michael carter,TEN,
5103197,Tyren Montgomery,WR,TEN,ACTIVE,,,tyren montgomery,TEN,
4685246,Kaytron Allen,RB,WAS,ACTIVE,,,kaytron allen,WAS,
4432722,Athan Kaliakmanis,QB,WAS,OUT,Out,2026-09-13T19:19Z,athan kaliakmanis,WAS,
5081432,Antonio Williams,WR,WAS,ACTIVE,,,antonio williams,WAS,
4683111,Jaden Bradley,WR,WAS,ACTIVE,,,jaden bradley,WAS,
5151317,Robert Henry Jr.,RB,WAS,ACTIVE,,,robert henry,WAS,
