player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,sigma,dst_p10,dst_p90,roster_role,slate_format,chalk_score,estimated_ownership_pct,ownership_available
00-0039849,Marvin Harrison Jr.,WR,ARI,11400,43716748,15.975000000000001,10.056,0.8647810592275972,1.0,11.255557876376791,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,58.729166666666664,3.337179808801209,True
00-0038567,Chad Ryland,K,ARI,11400,43716752,11.12655,11.12655,1.0,1.0,11.12655,CAR,0.0,0.0,6.955828798584232,3.0,21.0,CPT,showdown,57.895833333333336,3.1568368395799755,True
00-0040124,Tetairoa McMillan,WR,CAR,7600,43716688,12.552941176470588,10.053999999999998,0.9815399007789108,1.0,11.094807399633806,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,63.729166666666664,23.28704802954695,True
DST_ARI,Cardinals,DST,ARI,11400,43716754,10.84195054125,10.84195054125,0.8696893575417388,1.0650099474936416,10.84195054125,CAR,0.0,0.0,8.988649392443227,0.0,22.31057554125,CPT,showdown,57.0625,2.9862397001943846,True
00-0039921,Trey Benson,RB,ARI,7600,43716713,8.850000000000001,9.092391304347826,1.0994897617548982,1.0,9.863737770265276,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,62.895833333333336,22.02860358643657,True
00-0039491,Jalen Coker,WR,CAR,7600,43716701,8.218181818181819,11.357,0.9815399007789108,1.0,9.606911009773661,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,62.0625,20.838166149383213,True
00-0037005,Tommy Tremble,TE,CAR,11400,43716750,6.390000000000001,8.538,1.2737366136715011,1.0,9.507170084444086,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,56.229166666666664,2.824861720824178,True
00-0037263,Tyler Allgeier,RB,ARI,11400,43716757,10.852941176470589,6.243000000000001,1.0994897617548982,1.0,9.398406145546701,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,55.395833333333336,2.672204693165891,True
DST_CAR,Panthers,DST,CAR,7600,43716694,9.393984166500001,9.393984166500001,1.1303106424582612,1.2805122398316509,9.393984166500001,ARI,0.0,0.0,6.109111396889321,2.716434166500001,17.7164341665,FLEX,showdown,61.229166666666664,19.71206058366147,True
00-0039356,Ja'Tavion Sanders,TE,CAR,11400,43716761,6.75,6.6419999999999995,1.2737366136715011,1.0,8.528940365144372,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,54.5625,2.5277973323573733,True
00-0040279,Ryan Fitzgerald,K,CAR,7600,43716692,8.06875,8.06875,1.0,1.0,8.06875,ARI,0.0,0.0,4.863343093264358,2.0,15.0,FLEX,showdown,60.395833333333336,18.64681036077841,True
00-0036555,Chuba Hubbard,RB,CAR,7600,43716686,8.360000000000001,5.083,1.1940378460178651,1.0,8.025725382009082,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,59.56250000000001,17.63912682568711,True
00-0037614,John Metchie III,WR,CAR,11400,43716786,8.29615384615385,7.8374999999999995,0.9815399007789108,1.0,7.91791249767757,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,53.729166666666664,2.3911938220207185,True
00-0039849,Marvin Harrison Jr.,WR,ARI,7600,43716689,10.65,6.704,0.8647810592275972,1.0,7.503705250917861,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,58.729166666666664,16.685899044006046,True
00-0038567,Chad Ryland,K,ARI,7600,43716693,7.4177,7.4177,1.0,1.0,7.4177,CAR,0.0,0.0,4.637219199056155,2.0,14.0,FLEX,showdown,57.895833333333336,15.784184197899878,True
DST_ARI,Cardinals,DST,ARI,7600,43716695,7.2279670275,7.2279670275,0.8696893575417388,1.0650099474936416,7.2279670275,CAR,0.0,0.0,5.992432928295485,0.0,14.8737170275,FLEX,showdown,57.0625,14.931198500971924,True
00-0039041,Elijah Higgins,TE,ARI,11400,43716769,5.126470588235295,8.229000000000001,1.0312886580299652,1.0,6.886672670149924,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,52.895833333333336,2.261972437931858,True
00-0039342,Xavier Legette,WR,CAR,11400,43716767,8.930000000000001,5.0714999999999995,0.9815399007789108,1.0,6.87151546037796,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,52.0625,2.1397342460677615,True
00-0037005,Tommy Tremble,TE,CAR,7600,43716691,4.260000000000001,5.692,1.2737366136715011,1.0,6.338113389629391,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,56.229166666666664,14.124308604120891,True
00-0037263,Tyler Allgeier,RB,ARI,7600,43716698,7.235294117647059,4.162000000000001,1.0994897617548982,1.0,6.265604097031135,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,55.395833333333336,13.361023465829456,True
00-0033307,Kendrick Bourne,WR,ARI,11400,43716768,9.867857142857144,3.6885000000000003,0.8647810592275972,1.0,5.861640444633802,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,51.229166666666664,2.024101871011877,True
00-0039356,Ja'Tavion Sanders,TE,CAR,7600,43716702,4.5,4.428,1.2737366136715011,1.0,5.685960243429582,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,54.5625,12.638986661786866,True
00-0040187,Mitchell Evans,TE,CAR,11400,43716770,5.164285714285715,3.5774999999999997,1.2737366136715011,1.0,5.567366266578095,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,50.395833333333336,1.9147183309155873,True
00-0037282,James Mitchell,TE,CAR,11400,43716782,4.3500000000000005,4.15,1.2737366136715011,1.0,5.41338060810388,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,49.5625,1.8112459354189567,True
00-0037614,John Metchie III,WR,CAR,7600,43716727,5.530769230769232,5.225,0.9815399007789108,1.0,5.278608331785047,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,53.729166666666664,11.955969110103593,True
00-0039041,Elijah Higgins,TE,ARI,7600,43716710,3.4176470588235297,5.486000000000001,1.0312886580299652,1.0,4.591115113433283,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,52.895833333333336,11.30986218965929,True
00-0039342,Xavier Legette,WR,CAR,7600,43716708,5.953333333333334,3.381,0.9815399007789108,1.0,4.58101030691864,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,52.0625,10.698671230338807,True
00-0039394,Casey Washington,WR,CAR,11400,43761180,4.620000000000001,4.128,0.9815399007789108,1.0,4.2932555260069565,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,48.729166666666664,1.7133652431284534,True
00-0040556,Corey Kiner,RB,ARI,11400,43716784,3.4875000000000003,4.0793478260869565,1.0994897617548982,1.0,4.159835856769959,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,47.895833333333336,1.6207740754331033,True
00-0040218,Jimmy Horn Jr.,WR,CAR,11400,43716780,4.305,3.7080000000000006,0.9815399007789108,1.0,3.932539612470707,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,47.0625,1.5331865836145524,True
00-0033307,Kendrick Bourne,WR,ARI,7600,43716709,6.578571428571429,2.459,0.8647810592275972,1.0,3.9077602964225346,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,51.229166666666664,10.120509355059387,True
00-0040187,Mitchell Evans,TE,CAR,7600,43716711,3.442857142857143,2.385,1.2737366136715011,1.0,3.7115775110520635,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,50.395833333333336,9.573591654577937,True
00-0037282,James Mitchell,TE,CAR,7600,43716723,2.9000000000000004,2.7666666666666666,1.2737366136715011,1.0,3.608920405402587,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,49.5625,9.056229677094784,True
00-0039521,Xavier Weaver,WR,ARI,11400,43716774,2.935714285714286,4.534500000000001,0.8647810592275972,1.0,3.2300499113285657,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,46.229166666666664,1.450332366371,True
00-0039394,Casey Washington,WR,CAR,7600,43761176,3.0800000000000005,2.752,0.9815399007789108,1.0,2.8621703506713043,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,48.729166666666664,8.566826215642267,True
00-0040556,Corey Kiner,RB,ARI,7600,43716725,2.325,2.7195652173913043,1.0994897617548982,1.0,2.773223904513306,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,47.895833333333336,8.103870377165517,True
00-0036265,A.J. Dillon,RB,CAR,11400,43716773,2.2750000000000004,2.3265000000000002,1.1940378460178651,1.0,2.747182574225603,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,45.395833333333336,1.3719556350306037,True
00-0038840,Brycen Tremayne,WR,CAR,11400,43716790,3.0,2.4675000000000002,0.9815399007789108,1.0,2.6832847037543477,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,44.5625,1.2978144238771938,True
00-0040218,Jimmy Horn Jr.,WR,CAR,7600,43716721,2.87,2.4720000000000004,0.9815399007789108,1.0,2.621693074980471,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,47.0625,7.6659329180727624,True
00-0039737,Tip Reiman,TE,ARI,11400,43716762,2.4000000000000004,2.0625,1.0312886580299652,1.0,2.3010628182293598,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,43.729166666666664,1.2276798431504097,True
00-0039521,Xavier Weaver,WR,ARI,7600,43716715,1.9571428571428573,3.023000000000001,0.8647810592275972,1.0,2.153366607552377,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,46.229166666666664,7.2516618318549995,True
00-0038102,Kenny Pickett,QB,CAR,11400,43716755,1.9300000000000002,1.6299000000000003,1.0400384303979038,1.0,1.851216404186749,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,42.895833333333336,1.1613353724141033,True
00-0038640,Jalen Brooks,WR,ARI,11400,43716793,2.4300000000000006,1.8060000000000003,0.8647810592275972,1.0,1.8316062834440512,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,42.0625,1.0985761921114856,True
00-0036265,A.J. Dillon,RB,CAR,7600,43716714,1.5166666666666668,1.5510000000000002,1.1940378460178651,1.0,1.8314550494837354,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,45.395833333333336,6.859778175153019,True
00-0038840,Brycen Tremayne,WR,CAR,7600,43716731,2.0,1.645,0.9815399007789108,1.0,1.788856469169565,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,44.5625,6.489072119385969,True
00-0038397,Evan Hull,RB,ARI,11400,43761177,1.6000000000000003,1.2360000000000002,1.0994897617548982,1.0,1.559076482168446,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,41.229166666666664,1.0392085512433975,True
00-0039737,Tip Reiman,TE,ARI,7600,43716703,1.6,1.375,1.0312886580299652,1.0,1.5340418788195733,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,43.729166666666664,6.138399215752048,True
00-0033589,David Moore,WR,CAR,11400,43716794,1.35,1.490625,0.9815399007789108,1.0,1.3940933903250468,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,40.395833333333336,0.9830491692175736,True
00-0038102,Kenny Pickett,QB,CAR,7600,43716696,1.2866666666666668,1.0866000000000002,1.0400384303979038,1.0,1.2341442694578326,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,42.895833333333336,5.806676862070517,True
00-0038640,Jalen Brooks,WR,ARI,7600,43716734,1.6200000000000003,1.2040000000000002,0.8647810592275972,1.0,1.2210708556293675,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,42.0625,5.492880960557428,True
00-0038397,Evan Hull,RB,ARI,7600,43761173,1.0666666666666669,0.8240000000000001,1.0994897617548982,1.0,1.0393843214456306,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,41.229166666666664,5.196042756216987,True
00-0033589,David Moore,WR,CAR,7600,43716735,0.9,0.99375,0.9815399007789108,1.0,0.9293955935500312,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,40.395833333333336,4.915245846087868,True
00-0040644,Trevor Etienne,RB,CAR,11400,43716766,1.2088235294117649,0.16799999999999987,1.1940378460178651,1.0,0.821989700702769,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,39.5625,0.9299246700222932,True
00-0040644,Trevor Etienne,RB,CAR,7600,43716707,0.8058823529411765,0.1119999999999999,1.1940378460178651,1.0,0.547993133801846,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,39.5625,4.649623350111466,True
00-0036331,Devin Duvernay,WR,ARI,11400,43716787,0.4058823529411765,0.40800000000000003,0.8647810592275972,1.0,0.3519150216315599,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,38.72916666666667,0.8796710469775877,True
00-0036331,Devin Duvernay,WR,ARI,7600,43716728,0.2705882352941177,0.272,0.8647810592275972,1.0,0.23461001442103993,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,38.72916666666667,4.398355234887939,True
00-0036825,Feleipe Franks,TE,CAR,11400,43716776,0.06,0.06,1.2737366136715011,1.0,0.07642419682029007,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,37.895833333333336,0.8321331564115769,True
00-0036825,Feleipe Franks,TE,CAR,7600,43716717,0.04,0.04,1.2737366136715011,1.0,0.05094946454686005,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,37.895833333333336,4.160665782057885,True
00-0035289,Gardner Minshew II,QB,ARI,11400,43716756,-0.12,0.18586956521739104,0.8475616769546165,1.0,0.02791425957796171,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,37.0625,0.7871642386988056,True
00-0035289,Gardner Minshew II,QB,ARI,7600,43716697,-0.08,0.1239130434782607,0.8475616769546165,1.0,0.018609506385307808,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,37.0625,3.935821193494028,True
00-0036635,Ihmir Smith-Marsette,WR,ARI,11400,43769786,0.0,0.0,0.8647810592275972,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0039577,Kedon Slovis,QB,ARI,7600,43716712,-0.04,-0.0466666666666666,0.8475616769546165,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0040046,Rivaldo Fairweather,TE,ARI,11400,43716788,0.0,0.0,1.0312886580299652,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0041485,Miles Davis,RB,CAR,7600,43716726,0.0,0.0,1.1940378460178651,1.0,0.0,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0036646,Simi Fehoko,WR,ARI,11400,43716791,0.0,0.0,0.8647810592275972,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0041366,Jameson Geers,TE,ARI,11400,43716792,0.0,0.0,1.0312886580299652,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0041149,Haynes King,QB,CAR,7600,43716704,0.0,0.0,1.0400384303979038,1.0,0.0,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0041070,Reggie Virgil,WR,ARI,7600,43716722,0.0,0.0,0.8647810592275972,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0040394,Anthony Tyus III,RB,CAR,7600,43716720,0.0,0.0,1.1940378460178651,1.0,0.0,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0039397,Tejhaun Palmer,WR,ARI,11400,43716795,0.0,0.0,0.8647810592275972,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0035976,Dan Chisena,WR,CAR,11400,43716796,0.0,0.0,0.9815399007789108,1.0,0.0,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0041368,Harrison Wallace III,WR,ARI,11400,43716797,0.0,0.0,0.8647810592275972,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0041485,Miles Davis,RB,CAR,11400,43716785,0.0,0.0,1.1940378460178651,1.0,0.0,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0041047,Chris Brazzell II,WR,CAR,7600,43716716,0.0,0.0,0.9815399007789108,1.0,0.0,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0040383,Bryson Green,WR,ARI,11400,43716799,0.0,0.0,0.8647810592275972,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0040265,Ja'seem Reed,WR,CAR,11400,43716800,0.0,0.0,0.9815399007789108,1.0,0.0,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0041542,Malick Meiga,WR,CAR,11400,43716801,0.0,0.0,0.9815399007789108,1.0,0.0,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0037277,Teagan Quitoriano,TE,ARI,7600,43716718,0.0,0.0,1.0312886580299652,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0041222,Gabriel Benyard,WR,CAR,11400,43761178,0.0,0.0,0.9815399007789108,1.0,0.0,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0039747,Ainias Smith,WR,CAR,11400,43716798,0.0,0.0,0.9815399007789108,1.0,0.0,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0041366,Jameson Geers,TE,ARI,7600,43716733,0.0,0.0,1.0312886580299652,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0040046,Rivaldo Fairweather,TE,ARI,7600,43716729,0.0,0.0,1.0312886580299652,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0041561,Carson Beck,QB,ARI,7600,43716705,0.0,0.0,0.8475616769546165,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0041027,Jeremiyah Love,RB,ARI,11400,43716746,0.0,0.0,1.0994897617548982,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0039344,Jonathon Brooks,RB,CAR,7600,43716699,0.0,0.0,1.1940378460178651,1.0,0.0,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0036635,Ihmir Smith-Marsette,WR,ARI,7600,43769785,0.0,0.0,0.8647810592275972,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0041222,Gabriel Benyard,WR,CAR,7600,43761174,0.0,0.0,0.9815399007789108,1.0,0.0,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0041542,Malick Meiga,WR,CAR,7600,43716742,0.0,0.0,0.9815399007789108,1.0,0.0,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0040265,Ja'seem Reed,WR,CAR,7600,43716741,0.0,0.0,0.9815399007789108,1.0,0.0,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0040383,Bryson Green,WR,ARI,7600,43716740,0.0,0.0,0.8647810592275972,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0041149,Haynes King,QB,CAR,11400,43716763,0.0,0.0,1.0400384303979038,1.0,0.0,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0041561,Carson Beck,QB,ARI,11400,43716764,0.0,0.0,0.8475616769546165,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0039747,Ainias Smith,WR,CAR,7600,43716739,0.0,0.0,0.9815399007789108,1.0,0.0,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0036646,Simi Fehoko,WR,ARI,7600,43716732,0.0,0.0,0.8647810592275972,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0041368,Harrison Wallace III,WR,ARI,7600,43716738,0.0,0.0,0.8647810592275972,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0035976,Dan Chisena,WR,CAR,7600,43716737,0.0,0.0,0.9815399007789108,1.0,0.0,ARI,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0039397,Tejhaun Palmer,WR,ARI,7600,43716736,0.0,0.0,0.8647810592275972,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0039577,Kedon Slovis,QB,ARI,11400,43716771,-0.06,-0.0699999999999999,0.8475616769546165,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0041027,Jeremiyah Love,RB,ARI,7600,43716687,0.0,0.0,1.0994897617548982,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,FLEX,showdown,27.479166666666664,0.0,True
00-0041047,Chris Brazzell II,WR,CAR,11400,43716775,0.0,0.0,0.9815399007789108,1.0,0.0,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0037277,Teagan Quitoriano,TE,ARI,11400,43716777,0.0,0.0,1.0312886580299652,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0040394,Anthony Tyus III,RB,CAR,11400,43716779,0.0,0.0,1.1940378460178651,1.0,0.0,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0041070,Reggie Virgil,WR,ARI,11400,43716781,0.0,0.0,0.8647810592275972,1.0,0.0,CAR,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
00-0039344,Jonathon Brooks,RB,CAR,11400,43716758,0.0,0.0,1.1940378460178651,1.0,0.0,ARI,0.0,0.0,0.0,0.0,0.0,CPT,showdown,27.479166666666664,0.0,True
