team,opponent,commence_time,spread,over_under,implied_total
PHI,TEN,2026-09-20T17:00:00Z,-5.5,42.25,23.88
DEN,JAX,2026-09-20T20:05:00Z,-3.0,44.25,23.62
JAX,DEN,2026-09-20T20:05:00Z,3.0,44.25,20.62
LAC,LV,2026-09-20T20:05:00Z,-9.5,42.5,26.0
LV,LAC,2026-09-20T20:05:00Z,9.5,42.5,16.5
DAL,WAS,2026-09-20T20:25:00Z,-4.5,51.5,28.0
WAS,DAL,2026-09-20T20:25:00Z,4.5,51.5,23.5
KC,IND,2026-09-21T00:20:00Z,-6.12,47.12,26.62
IND,KC,2026-09-21T00:20:00Z,6.12,47.12,20.5
GB,ATL,2026-09-25T00:15:00Z,-7.5,46.5,27.0
ATL,GB,2026-09-25T00:15:00Z,7.5,46.5,19.5
BUF,LAC,2026-09-27T17:00:00Z,-3.0,48.5,25.75
LAC,BUF,2026-09-27T17:00:00Z,3.0,48.5,22.75
CLE,CAR,2026-09-27T17:00:00Z,1.5,39.5,19.0
CAR,CLE,2026-09-27T17:00:00Z,-1.5,39.5,20.5
PIT,CIN,2026-09-27T17:00:00Z,1.5,47.0,22.75
CIN,PIT,2026-09-27T17:00:00Z,-1.5,47.0,24.25
DET,NYJ,2026-09-27T17:00:00Z,-9.5,45.5,27.5
NYJ,DET,2026-09-27T17:00:00Z,9.5,45.5,18.0
IND,HOU,2026-09-27T17:00:00Z,1.5,45.5,22.0
HOU,IND,2026-09-27T17:00:00Z,-1.5,45.5,23.5
MIA,KC,2026-09-27T17:00:00Z,7.25,44.5,18.62
KC,MIA,2026-09-27T17:00:00Z,-7.25,44.5,25.88
NYG,TEN,2026-09-27T17:00:00Z,-3.0,45.0,24.0
TEN,NYG,2026-09-27T17:00:00Z,3.0,45.0,21.0
TB,MIN,2026-09-27T20:05:00Z,-1.5,44.5,23.0
MIN,TB,2026-09-27T20:05:00Z,1.5,44.5,21.5
DAL,BAL,2026-09-27T20:25:00Z,2.5,51.5,24.5
BAL,DAL,2026-09-27T20:25:00Z,-2.5,51.5,27.0
NO,LV,2026-09-27T20:25:00Z,-3.5,42.5,23.0
LV,NO,2026-09-27T20:25:00Z,3.5,42.5,19.5
CHI,PHI,2026-09-29T00:15:00Z,-1.5,46.5,24.0
PHI,CHI,2026-09-29T00:15:00Z,1.5,46.5,22.5
CLE,PIT,2026-10-02T00:15:00Z,2.5,40.5,19.0
PIT,CLE,2026-10-02T00:15:00Z,-2.5,40.5,21.5
WAS,IND,2026-10-04T13:30:00Z,-1.5,49.5,25.5
IND,WAS,2026-10-04T13:30:00Z,1.5,49.5,24.0
NYG,ARI,2026-10-04T17:00:00Z,-7.0,45.5,26.25
ARI,NYG,2026-10-04T17:00:00Z,7.0,45.5,19.25
BAL,TEN,2026-10-04T17:00:00Z,-8.5,47.5,28.0
TEN,BAL,2026-10-04T17:00:00Z,8.5,47.5,19.5
CHI,NYJ,2026-10-04T17:00:00Z,-8.5,45.5,27.0
NYJ,CHI,2026-10-04T17:00:00Z,8.5,45.5,18.5
CIN,JAX,2026-10-04T17:00:00Z,-2.5,51.5,27.0
JAX,CIN,2026-10-04T17:00:00Z,2.5,51.5,24.5
HOU,DAL,2026-10-04T17:00:00Z,-2.5,47.5,25.0
DAL,HOU,2026-10-04T17:00:00Z,2.5,47.5,22.5
TB,GB,2026-10-04T17:00:00Z,1.5,47.5,23.0
GB,TB,2026-10-04T17:00:00Z,-1.5,47.5,24.5
MIN,MIA,2026-10-04T20:05:00Z,-7.5,43.5,25.5
MIA,MIN,2026-10-04T20:05:00Z,7.5,43.5,18.0
LV,KC,2026-10-04T20:25:00Z,5.5,43.5,19.0
KC,LV,2026-10-04T20:25:00Z,-5.5,43.5,24.5
CAR,DET,2026-10-05T00:20:00Z,3.0,47.5,22.25
DET,CAR,2026-10-05T00:20:00Z,-3.0,47.5,25.25
NO,ATL,2026-10-06T00:15:00Z,-2.5,45.5,24.0
ATL,NO,2026-10-06T00:15:00Z,2.5,45.5,21.5
DAL,TB,2026-10-09T00:15:00Z,-3.5,52.5,28.0
TB,DAL,2026-10-09T00:15:00Z,3.5,52.5,24.5
JAX,PHI,2026-10-11T13:30:00Z,1.5,45.0,21.75
PHI,JAX,2026-10-11T13:30:00Z,-1.5,45.0,23.25
MIA,CIN,2026-10-11T17:00:00Z,5.75,49.5,21.88
CIN,MIA,2026-10-11T17:00:00Z,-5.75,49.5,27.62
NYJ,CLE,2026-10-11T17:00:00Z,-1.5,39.5,20.5
CLE,NYJ,2026-10-11T17:00:00Z,1.5,39.5,19.0
TEN,HOU,2026-10-11T17:00:00Z,3.5,43.5,20.0
HOU,TEN,2026-10-11T17:00:00Z,-3.5,43.5,23.5
PIT,IND,2026-10-11T17:00:00Z,-2.5,47.5,25.0
IND,PIT,2026-10-11T17:00:00Z,2.5,47.5,22.5
NO,MIN,2026-10-11T17:00:00Z,1.5,44.5,21.5
MIN,NO,2026-10-11T17:00:00Z,-1.5,44.5,23.0
WAS,NYG,2026-10-11T17:00:00Z,-2.5,48.5,25.5
NYG,WAS,2026-10-11T17:00:00Z,2.5,48.5,23.0
LAC,DEN,2026-10-11T20:05:00Z,-2.5,44.5,23.5
DEN,LAC,2026-10-11T20:05:00Z,2.5,44.5,21.0
ARI,DET,2026-10-11T20:25:00Z,8.5,48.5,20.0
DET,ARI,2026-10-11T20:25:00Z,-8.5,48.5,28.5
GB,CHI,2026-10-11T20:25:00Z,-3.0,49.5,26.25
CHI,GB,2026-10-11T20:25:00Z,3.0,49.5,23.25
ATL,BAL,2026-10-12T00:20:00Z,4.5,48.5,22.0
BAL,ATL,2026-10-12T00:20:00Z,-4.5,48.5,26.5
JAX,HOU,2026-10-18T13:30:00Z,0.0,42.0,21.0
HOU,JAX,2026-10-18T13:30:00Z,0.0,42.0,21.0
ATL,CHI,2026-10-18T17:00:00Z,3.0,47.5,22.25
CHI,ATL,2026-10-18T17:00:00Z,-3.0,47.5,25.25
CLE,BAL,2026-10-18T17:00:00Z,6.5,44.5,19.0
BAL,CLE,2026-10-18T17:00:00Z,-6.5,44.5,25.5
PHI,CAR,2026-10-18T17:00:00Z,-6.5,43.5,25.0
CAR,PHI,2026-10-18T17:00:00Z,6.5,43.5,18.5
IND,TEN,2026-10-18T17:00:00Z,-3.5,48.0,25.75
TEN,IND,2026-10-18T17:00:00Z,3.5,48.0,22.25
NYG,NO,2026-10-18T17:00:00Z,-2.5,45.0,23.75
NO,NYG,2026-10-18T17:00:00Z,2.5,45.0,21.25
TB,PIT,2026-10-18T17:00:00Z,-1.5,45.5,23.5
PIT,TB,2026-10-18T17:00:00Z,1.5,45.5,22.0
LV,BUF,2026-10-18T20:25:00Z,6.5,47.5,20.5
BUF,LV,2026-10-18T20:25:00Z,-6.5,47.5,27.0
KC,LAC,2026-10-18T20:25:00Z,-2.5,46.5,24.5
LAC,KC,2026-10-18T20:25:00Z,2.5,46.5,22.0
GB,DAL,2026-10-19T00:20:00Z,-3.0,51.5,27.25
DAL,GB,2026-10-19T00:20:00Z,3.0,51.5,24.25
NO,PIT,2026-10-25T13:30:00Z,2.5,42.5,20.0
PIT,NO,2026-10-25T13:30:00Z,-2.5,42.5,22.5
BAL,CIN,2026-10-25T17:00:00Z,-3.5,52.0,27.75
CIN,BAL,2026-10-25T17:00:00Z,3.5,52.0,24.25
CAR,TB,2026-10-25T17:00:00Z,1.5,45.5,22.0
TB,CAR,2026-10-25T17:00:00Z,-1.5,45.5,23.5
TEN,CLE,2026-10-25T17:00:00Z,-2.5,40.5,21.5
CLE,TEN,2026-10-25T17:00:00Z,2.5,40.5,19.0
HOU,NYG,2026-10-25T17:00:00Z,-5.5,43.5,24.5
NYG,HOU,2026-10-25T17:00:00Z,5.5,43.5,19.0
MIN,IND,2026-10-25T17:00:00Z,-2.75,47.0,24.88
IND,MIN,2026-10-25T17:00:00Z,2.75,47.0,22.12
NYJ,MIA,2026-10-25T17:00:00Z,-2.5,41.5,22.0
MIA,NYJ,2026-10-25T17:00:00Z,2.5,41.5,19.5
ARI,DEN,2026-10-25T20:05:00Z,7.5,43.5,18.0
DEN,ARI,2026-10-25T20:05:00Z,-7.5,43.5,25.5
DET,GB,2026-10-25T20:25:00Z,-2.5,50.5,26.5
GB,DET,2026-10-25T20:25:00Z,2.5,50.5,24.0
PHI,DAL,2026-10-27T00:15:00Z,-3.0,48.5,25.75
DAL,PHI,2026-10-27T00:15:00Z,3.0,48.5,22.75
GB,CAR,2026-10-30T00:15:00Z,-7.0,45.5,26.25
CAR,GB,2026-10-30T00:15:00Z,7.0,45.5,19.25
DAL,ARI,2026-11-01T18:00:00Z,-10.5,48.5,29.5
ARI,DAL,2026-11-01T18:00:00Z,10.5,48.5,19.0
TB,ATL,2026-11-01T18:00:00Z,-4.5,46.5,25.5
ATL,TB,2026-11-01T18:00:00Z,4.5,46.5,21.0
BUF,BAL,2026-11-01T18:00:00Z,-2.5,51.5,27.0
BAL,BUF,2026-11-01T18:00:00Z,2.5,51.5,24.5
CIN,TEN,2026-11-01T18:00:00Z,-6.5,49.5,28.0
TEN,CIN,2026-11-01T18:00:00Z,6.5,49.5,21.5
PIT,CLE,2026-11-01T18:00:00Z,-6.0,39.5,22.75
CLE,PIT,2026-11-01T18:00:00Z,6.0,39.5,16.75
DET,MIN,2026-11-01T18:00:00Z,-4.5,47.5,26.0
MIN,DET,2026-11-01T18:00:00Z,4.5,47.5,21.5
JAX,IND,2026-11-01T18:00:00Z,-4.5,49.5,27.0
IND,JAX,2026-11-01T18:00:00Z,4.5,49.5,22.5
NYJ,LV,2026-11-01T18:00:00Z,-1.5,40.5,21.0
LV,NYJ,2026-11-01T18:00:00Z,1.5,40.5,19.5
DEN,KC,2026-11-01T21:25:00Z,-1.5,43.5,22.5
KC,DEN,2026-11-01T21:25:00Z,1.5,43.5,21.0
WAS,PHI,2026-11-02T01:20:00Z,2.0,46.5,22.25
PHI,WAS,2026-11-02T01:20:00Z,-2.0,46.5,24.25
BAL,JAX,2026-11-06T01:15:00Z,-4.5,49.5,27.0
JAX,BAL,2026-11-06T01:15:00Z,4.5,49.5,22.5
ATL,CIN,2026-11-08T14:30:00Z,5.0,49.0,22.0
CIN,ATL,2026-11-08T14:30:00Z,-5.0,49.0,27.0
CAR,DEN,2026-11-08T18:00:00Z,3.0,42.5,19.75
DEN,CAR,2026-11-08T18:00:00Z,-3.0,42.5,22.75
NO,CLE,2026-11-08T18:00:00Z,-3.5,41.5,22.5
CLE,NO,2026-11-08T18:00:00Z,3.5,41.5,19.0
IND,DAL,2026-11-08T18:00:00Z,1.5,52.5,25.5
DAL,IND,2026-11-08T18:00:00Z,-1.5,52.5,27.0
MIA,DET,2026-11-08T18:00:00Z,6.5,47.5,20.5
DET,MIA,2026-11-08T18:00:00Z,-6.5,47.5,27.0
KC,NYJ,2026-11-08T18:00:00Z,-9.5,41.5,25.5
NYJ,KC,2026-11-08T18:00:00Z,9.5,41.5,16.0
PHI,NYG,2026-11-08T18:00:00Z,-5.5,44.5,25.0
NYG,PHI,2026-11-08T18:00:00Z,5.5,44.5,19.5
LAC,HOU,2026-11-08T21:05:00Z,-2.0,43.5,22.75
HOU,LAC,2026-11-08T21:05:00Z,2.0,43.5,20.75
CHI,TB,2026-11-09T01:20:00Z,-3.5,48.5,26.0
TB,CHI,2026-11-09T01:20:00Z,3.5,48.5,22.5
MIN,BUF,2026-11-10T01:15:00Z,3.0,48.5,22.75
BUF,MIN,2026-11-10T01:15:00Z,-3.0,48.5,25.75
NYG,WAS,2026-11-13T01:15:00Z,-1.5,47.5,24.5
WAS,NYG,2026-11-13T01:15:00Z,1.5,47.5,23.0
ATL,KC,2026-11-15T18:00:00Z,4.5,45.5,20.5
KC,ATL,2026-11-15T18:00:00Z,-4.5,45.5,25.0
NYJ,BUF,2026-11-15T18:00:00Z,7.0,46.5,19.75
BUF,NYJ,2026-11-15T18:00:00Z,-7.0,46.5,26.75
NO,CAR,2026-11-15T18:00:00Z,-1.5,43.5,22.5
CAR,NO,2026-11-15T18:00:00Z,1.5,43.5,21.0
CLE,HOU,2026-11-15T18:00:00Z,4.5,38.5,17.0
HOU,CLE,2026-11-15T18:00:00Z,-4.5,38.5,21.5
GB,MIN,2026-11-15T18:00:00Z,-4.5,45.5,25.0
MIN,GB,2026-11-15T18:00:00Z,4.5,45.5,20.5
IND,MIA,2026-11-15T18:00:00Z,-6.5,47.5,27.0
MIA,IND,2026-11-15T18:00:00Z,6.5,47.5,20.5
TEN,JAX,2026-11-15T18:00:00Z,2.5,45.5,21.5
JAX,TEN,2026-11-15T18:00:00Z,-2.5,45.5,24.0
CIN,PIT,2026-11-16T01:20:00Z,-3.5,47.5,25.5
PIT,CIN,2026-11-16T01:20:00Z,3.5,47.5,22.0
BAL,LAC,2026-11-17T01:15:00Z,-3.0,48.0,25.5
LAC,BAL,2026-11-17T01:15:00Z,3.0,48.0,22.5
HOU,IND,2026-11-20T01:15:00Z,-5.5,45.5,25.5
IND,HOU,2026-11-20T01:15:00Z,5.5,45.5,20.0
KC,ARI,2026-11-22T18:00:00Z,-11.5,44.5,28.0
ARI,KC,2026-11-22T18:00:00Z,11.5,44.5,16.5
CAR,BAL,2026-11-22T18:00:00Z,4.5,46.5,21.0
BAL,CAR,2026-11-22T18:00:00Z,-4.5,46.5,25.5
BUF,MIA,2026-11-22T18:00:00Z,-11.5,47.5,29.5
MIA,BUF,2026-11-22T18:00:00Z,11.5,47.5,18.0
CHI,NO,2026-11-22T18:00:00Z,-6.5,46.5,26.5
NO,CHI,2026-11-22T18:00:00Z,6.5,46.5,20.0
DAL,TEN,2026-11-22T18:00:00Z,-6.5,48.5,27.5
TEN,DAL,2026-11-22T18:00:00Z,6.5,48.5,21.0
DET,TB,2026-11-22T18:00:00Z,-4.5,49.5,27.0
TB,DET,2026-11-22T18:00:00Z,4.5,49.5,22.5
NYG,JAX,2026-11-22T18:00:00Z,1.5,46.5,22.5
JAX,NYG,2026-11-22T18:00:00Z,-1.5,46.5,24.0
LAC,NYJ,2026-11-22T21:05:00Z,-9.5,41.5,25.5
NYJ,LAC,2026-11-22T21:05:00Z,9.5,41.5,16.0
DEN,LV,2026-11-22T21:25:00Z,-7.5,41.5,24.5
LV,DEN,2026-11-22T21:25:00Z,7.5,41.5,17.0
PHI,PIT,2026-11-22T21:25:00Z,-5.5,42.5,24.0
PIT,PHI,2026-11-22T21:25:00Z,5.5,42.5,18.5
WAS,CIN,2026-11-24T01:15:00Z,1.5,52.5,25.5
CIN,WAS,2026-11-24T01:15:00Z,-1.5,52.5,27.0
DET,CHI,2026-11-26T18:00:00Z,-2.5,52.5,27.5
CHI,DET,2026-11-26T18:00:00Z,2.5,52.5,25.0
DAL,PHI,2026-11-26T20:30:00Z,-1.5,49.5,25.5
PHI,DAL,2026-11-26T20:30:00Z,1.5,49.5,24.0
BUF,KC,2026-11-27T01:20:00Z,-2.5,50.5,26.5
KC,BUF,2026-11-27T01:20:00Z,2.5,50.5,24.0
PIT,DEN,2026-11-27T20:00:00Z,1.5,39.5,19.0
DEN,PIT,2026-11-27T20:00:00Z,-1.5,39.5,20.5
MIN,ATL,2026-11-29T18:00:00Z,-4.5,43.5,24.0
ATL,MIN,2026-11-29T18:00:00Z,4.5,43.5,19.5
HOU,BAL,2026-11-29T18:00:00Z,-1.5,45.5,23.5
BAL,HOU,2026-11-29T18:00:00Z,1.5,45.5,22.0
CIN,NO,2026-11-29T18:00:00Z,-6.5,48.5,27.5
NO,CIN,2026-11-29T18:00:00Z,6.5,48.5,21.0
CLE,LV,2026-11-29T18:00:00Z,-1.5,39.5,20.5
LV,CLE,2026-11-29T18:00:00Z,1.5,39.5,19.0
IND,NYG,2026-11-29T18:00:00Z,-2.5,47.5,25.0
NYG,IND,2026-11-29T18:00:00Z,2.5,47.5,22.5
JAX,TEN,2026-11-29T18:00:00Z,-5.5,45.5,25.5
TEN,JAX,2026-11-29T18:00:00Z,5.5,45.5,20.0
MIA,NYJ,2026-11-29T18:00:00Z,-1.5,40.5,21.0
NYJ,MIA,2026-11-29T18:00:00Z,1.5,40.5,19.5
ARI,WAS,2026-11-29T21:25:00Z,4.5,47.5,21.5
WAS,ARI,2026-11-29T21:25:00Z,-4.5,47.5,26.0
TB,CAR,2026-12-01T01:15:00Z,-3.5,44.5,24.0
CAR,TB,2026-12-01T01:15:00Z,3.5,44.5,20.5
ATL,DET,2026-12-06T18:00:00Z,3.5,48.5,22.5
DET,ATL,2026-12-06T18:00:00Z,-3.5,48.5,26.0
CHI,JAX,2026-12-06T18:00:00Z,-3.0,47.5,25.25
JAX,CHI,2026-12-06T18:00:00Z,3.0,47.5,22.25
CLE,CIN,2026-12-06T18:00:00Z,4.5,45.5,20.5
CIN,CLE,2026-12-06T18:00:00Z,-4.5,45.5,25.0
DEN,MIA,2026-12-06T18:00:00Z,-9.5,42.5,26.0
MIA,DEN,2026-12-06T18:00:00Z,9.5,42.5,16.5
NO,GB,2026-12-06T18:00:00Z,4.5,45.5,20.5
GB,NO,2026-12-06T18:00:00Z,-4.5,45.5,25.0
TB,LAC,2026-12-06T18:00:00Z,2.0,46.5,22.25
LAC,TB,2026-12-06T18:00:00Z,-2.0,46.5,24.25
TEN,WAS,2026-12-06T18:00:00Z,1.5,46.5,22.5
WAS,TEN,2026-12-06T18:00:00Z,-1.5,46.5,24.0
ARI,PHI,2026-12-06T21:05:00Z,8.5,43.5,17.5
PHI,ARI,2026-12-06T21:05:00Z,-8.5,43.5,26.0
MIN,CAR,2026-12-06T21:25:00Z,-3.5,42.5,23.0
CAR,MIN,2026-12-06T21:25:00Z,3.5,42.5,19.5
PIT,HOU,2026-12-07T01:20:00Z,1.5,41.5,20.0
HOU,PIT,2026-12-07T01:20:00Z,-1.5,41.5,21.5
CLE,ATL,2026-12-13T18:00:00Z,-1.5,40.5,21.0
ATL,CLE,2026-12-13T18:00:00Z,1.5,40.5,19.5
BAL,TB,2026-12-13T18:00:00Z,-6.0,48.5,27.25
TB,BAL,2026-12-13T18:00:00Z,6.0,48.5,21.25
CAR,NO,2026-12-13T18:00:00Z,-2.5,43.5,23.0
NO,CAR,2026-12-13T18:00:00Z,2.5,43.5,20.5
MIA,CHI,2026-12-13T18:00:00Z,5.5,46.5,20.5
CHI,MIA,2026-12-13T18:00:00Z,-5.5,46.5,26.0
NYJ,DEN,2026-12-13T18:00:00Z,5.5,39.5,17.0
DEN,NYJ,2026-12-13T18:00:00Z,-5.5,39.5,22.5
DET,TEN,2026-12-13T18:00:00Z,-7.5,47.5,27.5
TEN,DET,2026-12-13T18:00:00Z,7.5,47.5,20.0
WAS,HOU,2026-12-13T18:00:00Z,1.5,44.5,21.5
HOU,WAS,2026-12-13T18:00:00Z,-1.5,44.5,23.0
PHI,IND,2026-12-13T18:00:00Z,-5.5,46.5,26.0
IND,PHI,2026-12-13T18:00:00Z,5.5,46.5,20.5
LV,LAC,2026-12-13T21:05:00Z,5.5,43.5,19.0
LAC,LV,2026-12-13T21:05:00Z,-5.5,43.5,24.5
CIN,KC,2026-12-13T21:25:00Z,-1.5,48.5,25.0
KC,CIN,2026-12-13T21:25:00Z,1.5,48.5,23.5
GB,BUF,2026-12-14T01:20:00Z,-1.5,49.5,25.5
BUF,GB,2026-12-14T01:20:00Z,1.5,49.5,24.0
JAX,PIT,2026-12-15T01:15:00Z,-3.0,44.5,23.75
PIT,JAX,2026-12-15T01:15:00Z,3.0,44.5,20.75
BUF,CHI,2026-12-20T01:20:00Z,-3.5,51.5,27.5
CHI,BUF,2026-12-20T01:20:00Z,3.5,51.5,24.0
WAS,ATL,2026-12-20T18:00:00Z,-3.5,46.5,25.0
ATL,WAS,2026-12-20T18:00:00Z,3.5,46.5,21.5
PIT,BAL,2026-12-20T18:00:00Z,2.5,46.0,21.75
BAL,PIT,2026-12-20T18:00:00Z,-2.5,46.0,24.25
CAR,CIN,2026-12-20T18:00:00Z,2.5,47.5,22.5
CIN,CAR,2026-12-20T18:00:00Z,-2.5,47.5,25.0
NYG,CLE,2026-12-20T18:00:00Z,-4.5,40.5,22.5
CLE,NYG,2026-12-20T18:00:00Z,4.5,40.5,18.0
GB,MIA,2026-12-20T18:00:00Z,-10.5,45.5,28.0
MIA,GB,2026-12-20T18:00:00Z,10.5,45.5,17.5
HOU,JAX,2026-12-20T18:00:00Z,-3.0,43.5,23.25
JAX,HOU,2026-12-20T18:00:00Z,3.0,43.5,20.25
TEN,IND,2026-12-20T18:00:00Z,1.5,47.5,23.0
IND,TEN,2026-12-20T18:00:00Z,-1.5,47.5,24.5
TB,NO,2026-12-20T18:00:00Z,-3.5,45.5,24.5
NO,TB,2026-12-20T18:00:00Z,3.5,45.5,21.0
ARI,NYJ,2026-12-20T21:05:00Z,-1.5,41.5,21.5
NYJ,ARI,2026-12-20T21:05:00Z,1.5,41.5,20.0
LV,DEN,2026-12-20T21:25:00Z,4.5,41.5,18.5
DEN,LV,2026-12-20T21:25:00Z,-4.5,41.5,23.0
MIN,DET,2026-12-21T01:20:00Z,1.5,46.5,22.5
DET,MIN,2026-12-21T01:20:00Z,-1.5,46.5,24.0
PHI,HOU,2026-12-25T01:15:00Z,-2.5,37.5,20.0
HOU,PHI,2026-12-25T01:15:00Z,2.5,37.5,17.5
CHI,GB,2026-12-25T18:00:00Z,-1.5,47.5,24.5
GB,CHI,2026-12-25T18:00:00Z,1.5,47.5,23.0
DEN,BUF,2026-12-25T21:30:00Z,1.5,46.5,22.5
BUF,DEN,2026-12-25T21:30:00Z,-1.5,46.5,24.0
NO,ARI,2026-12-27T18:00:00Z,-5.5,44.5,25.0
ARI,NO,2026-12-27T18:00:00Z,5.5,44.5,19.5
ATL,TB,2026-12-27T18:00:00Z,1.5,45.5,22.0
TB,ATL,2026-12-27T18:00:00Z,-1.5,45.5,23.5
BAL,CLE,2026-12-27T18:00:00Z,-9.75,43.5,26.62
CLE,BAL,2026-12-27T18:00:00Z,9.75,43.5,16.88
PIT,CAR,2026-12-27T18:00:00Z,-3.5,41.5,22.5
CAR,PIT,2026-12-27T18:00:00Z,3.5,41.5,19.0
IND,CIN,2026-12-27T18:00:00Z,1.5,52.5,25.5
CIN,IND,2026-12-27T18:00:00Z,-1.5,52.5,27.0
LV,TEN,2026-12-27T18:00:00Z,-1.5,42.5,22.0
TEN,LV,2026-12-27T18:00:00Z,1.5,42.5,20.5
MIA,LAC,2026-12-27T18:00:00Z,7.0,45.5,19.25
LAC,MIA,2026-12-27T18:00:00Z,-7.0,45.5,26.25
MIN,WAS,2026-12-27T18:00:00Z,-2.5,46.5,24.5
WAS,MIN,2026-12-27T18:00:00Z,2.5,46.5,22.0
DAL,JAX,2026-12-28T01:20:00Z,-3.0,51.5,27.25
JAX,DAL,2026-12-28T01:20:00Z,3.0,51.5,24.25
DET,NYG,2026-12-29T01:15:00Z,-4.5,49.5,27.0
NYG,DET,2026-12-29T01:15:00Z,4.5,49.5,22.5
CIN,BAL,2027-01-01T01:15:00Z,-2.5,51.5,27.0
BAL,CIN,2027-01-01T01:15:00Z,2.5,51.5,24.5
ATL,NO,2027-01-03T18:00:00Z,-1.5,44.5,23.0
NO,ATL,2027-01-03T18:00:00Z,1.5,44.5,21.5
MIA,BUF,2027-01-03T18:00:00Z,7.5,47.5,20.0
BUF,MIA,2027-01-03T18:00:00Z,-7.5,47.5,27.5
CLE,IND,2027-01-03T18:00:00Z,2.5,43.5,20.5
IND,CLE,2027-01-03T18:00:00Z,-2.5,43.5,23.0
DAL,NYG,2027-01-03T18:00:00Z,-4.5,49.5,27.0
NYG,DAL,2027-01-03T18:00:00Z,4.5,49.5,22.5
JAX,WAS,2027-01-03T18:00:00Z,-3.5,48.5,26.0
WAS,JAX,2027-01-03T18:00:00Z,3.5,48.5,22.5
NYJ,MIN,2027-01-03T18:00:00Z,3.5,39.5,18.0
MIN,NYJ,2027-01-03T18:00:00Z,-3.5,39.5,21.5
TEN,PIT,2027-01-03T18:00:00Z,1.5,42.5,20.5
PIT,TEN,2027-01-03T18:00:00Z,-1.5,42.5,22.0
ARI,LV,2027-01-03T21:05:00Z,1.5,42.5,20.5
LV,ARI,2027-01-03T21:05:00Z,-1.5,42.5,22.0
CHI,DET,2027-01-03T21:25:00Z,-1.5,49.5,25.5
DET,CHI,2027-01-03T21:25:00Z,1.5,49.5,24.0
LAC,KC,2027-01-03T21:25:00Z,-1.5,45.5,23.5
KC,LAC,2027-01-03T21:25:00Z,1.5,45.5,22.0
GB,HOU,2027-01-05T01:15:00Z,-2.5,42.5,22.5
HOU,GB,2027-01-05T01:15:00Z,2.5,42.5,20.0
