player_id,site_player_id,player_name,position,team,opponent,game_info,salary,implied_total,over_under,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,chalk_score,estimated_ownership_pct
90000187,90000187,Elijah Vance,WR,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,7100,18.5,40.0,16.36,15.57,1.144,0.8268,15.1,50.09,2.18
90000151,90000151,Ryan Monroe,WR,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,6700,21.75,41.5,19.04,13.18,0.947,0.9721,14.83,58.84,3.9
90000068,90000068,Antonio Nakamura,WR,SF,MIA,SF@MIA 07/24/2026 01:00PM ET,7100,25.0,44.0,12.3,13.2,1.037,1.1173,14.77,69.53,7.95
90000140,90000140,Malik Boykin,WR,LAR,SEA,LAR@SEA 07/24/2026 04:05PM ET,6700,23.75,43.0,14.11,13.41,1.003,1.0615,14.65,64.53,5.7
90000045,90000045,Levi Rourke,WR,PHI,DAL,PHI@DAL 07/24/2026 01:00PM ET,7000,24.5,45.5,14.41,13.77,0.941,1.095,14.52,66.72,6.59
90000065,90000065,Nate Winslow,RB,SF,MIA,SF@MIA 07/24/2026 01:00PM ET,6900,25.0,44.0,11.89,11.79,1.088,1.1173,14.39,66.83,5.71
90000016,90000016,Trevor Rivers,RB,KC,BUF,KC@BUF 07/24/2026 01:00PM ET,6900,23.0,48.5,12.26,12.72,1.119,1.0279,14.37,59.21,3.44
90000170,90000170,Xavier Ashworth,QB,PIT,JAX,JAX@PIT 07/24/2026 04:25PM ET,6600,21.5,40.0,13.42,14.92,1.032,0.9609,14.05,54.19,1.5
90000008,90000008,Malik Pace,WR,BUF,KC,KC@BUF 07/24/2026 01:00PM ET,6800,25.5,48.5,14.55,14.19,0.852,1.1397,13.95,67.22,6.82
90000158,90000158,Reggie Fields,QB,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,6600,19.75,41.5,16.65,14.72,1.002,0.8827,13.87,48.06,1.0
90000041,90000041,Levi Rivers,RB,PHI,DAL,PHI@DAL 07/24/2026 01:00PM ET,6800,24.5,45.5,13.31,12.27,0.99,1.095,13.86,62.33,4.23
90000080,90000080,Preston Kessler,WR,BAL,CIN,CIN@BAL 07/24/2026 01:00PM ET,6900,26.0,49.0,11.52,12.24,0.999,1.162,13.79,68.84,7.59
90000101,90000101,Trevor Vance,RB,GB,DET,DET@GB 07/24/2026 01:00PM ET,6900,24.25,47.5,15.65,13.84,0.851,1.0838,13.6,61.33,3.96
90000124,90000124,Caleb Monroe,RB,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,6500,19.25,43.0,14.4,14.98,1.073,0.8603,13.56,47.25,1.55
90000091,90000091,Antonio Bishop,WR,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,6700,23.0,49.0,14.16,12.39,0.99,1.0279,13.51,58.03,3.69
90000196,90000196,Miles Manning,RB,DEN,LAC,LAC@DEN 07/24/2026 04:25PM ET,6600,20.5,42.5,16.02,16.08,0.915,0.9162,13.46,49.25,1.77
90000026,90000026,Antonio Coleman,QB,DAL,PHI,PHI@DAL 07/24/2026 01:00PM ET,6600,21.0,45.5,15.32,15.64,0.926,0.9385,13.45,49.56,1.1
90000173,90000173,Jalen Monroe,RB,PIT,JAX,JAX@PIT 07/24/2026 04:25PM ET,6700,21.5,40.0,12.22,14.05,1.041,0.9609,13.14,50.17,1.88
90000182,90000182,Brandon Boykin,QB,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,6400,18.5,40.0,13.64,15.27,1.095,0.8268,13.09,41.69,0.65
90000134,90000134,Grant Kessler,QB,LAR,SEA,LAR@SEA 07/24/2026 04:05PM ET,6700,23.75,43.0,13.69,12.74,0.93,1.0615,13.05,57.06,1.81
90000146,90000146,Devon Bishop,QB,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,6500,21.75,41.5,15.19,15.49,0.868,0.9721,12.94,49.94,1.13
90000005,90000005,Jared Delgado,RB,BUF,KC,KC@BUF 07/24/2026 01:00PM ET,6700,25.5,48.5,10.14,10.04,1.112,1.1397,12.79,60.42,3.72
90000052,90000052,Cameron Fontaine,RB,MIA,SF,SF@MIA 07/24/2026 01:00PM ET,6600,19.0,44.0,17.93,15.54,0.898,0.8492,12.76,41.25,1.04
90000092,90000092,Jordan Coleman,WR,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,6200,23.0,49.0,11.85,13.17,0.99,1.0279,12.73,56.28,3.29
90000128,90000128,Omar Nakamura,WR,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,6400,19.25,43.0,16.22,16.93,0.877,0.8603,12.51,45.66,1.62
90000029,90000029,Deshawn Fields,RB,DAL,PHI,PHI@DAL 07/24/2026 01:00PM ET,6400,21.0,45.5,14.39,12.28,0.984,0.9385,12.31,45.75,1.4
90000020,90000020,Jordan Hargrove,WR,KC,BUF,KC@BUF 07/24/2026 01:00PM ET,6300,23.0,48.5,12.24,9.78,1.083,1.0279,12.26,54.72,2.96
90000011,90000011,Jordan Truman,TE,BUF,KC,KC@BUF 07/24/2026 01:00PM ET,6500,25.5,48.5,9.8,9.83,1.096,1.1397,12.26,86.19,17.44
90000083,90000083,Nate Fields,TE,BAL,CIN,CIN@BAL 07/24/2026 01:00PM ET,6400,26.0,49.0,11.85,10.85,0.924,1.162,12.19,83.56,14.64
90000188,90000188,Jalen Boykin,WR,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,6300,18.5,40.0,13.26,12.49,1.144,0.8268,12.18,41.03,1.19
90000047,90000047,Corey Manning,TE,PHI,DAL,PHI@DAL 07/24/2026 01:00PM ET,6100,24.5,45.5,11.89,11.7,0.934,1.095,12.06,78.69,10.58
90000233,90000233,Isaiah Vance,RB,ATL,NO,ATL@NO 07/24/2026 08:20PM ET,6400,25.75,46.0,10.15,9.65,1.049,1.1508,11.95,58.5,3.28
90000113,90000113,Zach Blackwell,RB,DET,GB,DET@GB 07/24/2026 01:00PM ET,6300,23.25,47.5,11.98,13.27,0.908,1.0391,11.91,51.25,2.02
90000033,90000033,Corey Rivers,WR,DAL,PHI,PHI@DAL 07/24/2026 01:00PM ET,6200,21.0,45.5,11.95,12.87,1.001,0.9385,11.66,46.16,1.67
90000069,90000069,Aaron Kessler,WR,SF,MIA,SF@MIA 07/24/2026 01:00PM ET,6400,25.0,44.0,9.74,10.22,1.037,1.1173,11.56,57.53,3.57
90000179,90000179,Ryan Bishop,TE,PIT,JAX,JAX@PIT 07/24/2026 04:25PM ET,6400,21.5,40.0,13.24,13.64,0.895,0.9609,11.56,66.31,4.63
90000095,90000095,Xavier Okafor,TE,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,6500,23.0,49.0,9.37,10.57,1.125,1.0279,11.53,70.81,6.26
90000212,90000212,Miles Castillo,WR,LAC,DEN,LAC@DEN 07/24/2026 04:25PM ET,6100,22.0,42.5,11.15,12.97,0.971,0.9832,11.51,49.72,2.12
90000163,90000163,Malik Odom,WR,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,6300,19.75,41.5,13.84,13.26,0.958,0.8827,11.46,41.69,1.24
90000152,90000152,Cole Ashworth,WR,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,6300,21.75,41.5,13.51,11.38,0.947,0.9721,11.46,47.94,1.88
90000200,90000200,Emmanuel Ellison,WR,DEN,LAC,LAC@DEN 07/24/2026 04:25PM ET,6200,20.5,42.5,11.89,11.82,1.052,0.9162,11.43,43.78,1.43
90000032,90000032,Emmanuel Pace,WR,DAL,PHI,PHI@DAL 07/24/2026 01:00PM ET,6100,21.0,45.5,12.26,12.02,1.001,0.9385,11.4,44.84,1.53
90000167,90000167,Devon Marshall,TE,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,6500,19.75,41.5,12.27,12.68,1.029,0.8827,11.33,60.31,3.11
90000224,90000224,Trevor Estrada,WR,NO,ATL,ATL@NO 07/24/2026 08:20PM ET,6200,20.25,46.0,12.36,11.98,1.021,0.905,11.25,40.84,1.17
90000221,90000221,Levi Marshall,RB,NO,ATL,ATL@NO 07/24/2026 08:20PM ET,6100,20.25,46.0,11.37,10.4,1.121,0.905,11.04,38.92,0.89
90000089,90000089,DeAndre Whitfield,RB,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,6100,23.0,49.0,10.63,10.75,1.004,1.0279,11.03,46.29,1.45
90000021,90000021,Julian Boykin,WR,KC,BUF,KC@BUF 07/24/2026 01:00PM ET,6300,23.0,48.5,9.74,9.89,1.083,1.0279,10.93,47.97,1.89
90000056,90000056,Omar Blackwell,WR,MIA,SF,SF@MIA 07/24/2026 01:00PM ET,6000,19.0,44.0,14.5,10.03,1.034,0.8492,10.77,34.47,0.77
90000127,90000127,Elijah Booker,WR,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,6300,19.25,43.0,15.45,12.75,0.877,0.8603,10.64,35.66,0.83
90000236,90000236,Omar Ellison,WR,ATL,NO,ATL@NO 07/24/2026 08:20PM ET,6000,25.75,46.0,11.03,9.65,0.889,1.1508,10.58,55.16,3.05
90000086,90000086,Jalen Coleman,QB,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,6200,23.0,49.0,13.02,10.7,0.861,1.0279,10.5,48.69,1.04
90000143,90000143,Ryan Hargrove,TE,LAR,SEA,LAR@SEA 07/24/2026 04:05PM ET,6100,23.75,43.0,8.52,9.06,1.104,1.0615,10.3,64.94,4.23
90000110,90000110,Julian Whitfield,QB,DET,GB,DET@GB 07/24/2026 01:00PM ET,5900,23.25,47.5,10.11,13.05,0.854,1.0391,10.28,51.19,1.23
90000153,90000153,Trevor Monroe,WR,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,5900,21.75,41.5,10.81,11.36,0.947,0.9721,10.2,40.53,1.15
90000191,90000191,Cameron Winslow,TE,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,6000,18.5,40.0,12.81,11.08,1.027,0.8268,10.14,49.06,1.47
90000105,90000105,Chris Manning,WR,GB,DET,DET@GB 07/24/2026 01:00PM ET,5900,24.25,47.5,8.91,8.08,1.099,1.0838,10.12,47.47,1.83
90000203,90000203,Trevor Truman,TE,DEN,LAC,LAC@DEN 07/24/2026 04:25PM ET,5900,20.5,42.5,11.05,12.31,0.94,0.9162,10.06,56.56,2.42
90000107,90000107,Omar Coleman,TE,GB,DET,DET@GB 07/24/2026 01:00PM ET,5800,24.25,47.5,10.52,10.13,0.896,1.0838,10.03,67.69,5.08
90000227,90000227,Elijah Winslow,TE,NO,ATL,ATL@NO 07/24/2026 08:20PM ET,5900,20.25,46.0,13.55,11.25,0.894,0.905,10.03,54.19,2.07
90000193,90000193,Jaguars,DST,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,6000,18.5,40.0,9.85,9.36,1.0,1.0407,10.0,86.25,24.54
90000164,90000164,Aaron Denning,WR,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,6000,19.75,41.5,13.67,9.93,0.958,0.8827,9.98,33.03,0.7
90000225,90000225,Grant Brooks,WR,NO,ATL,ATL@NO 07/24/2026 08:20PM ET,5900,20.25,46.0,10.96,10.59,1.021,0.905,9.96,33.84,0.74
90000161,90000161,Emmanuel Larkin,RB,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,6200,19.75,41.5,10.12,10.1,1.111,0.8827,9.91,35.92,0.73
90000061,90000061,Dolphins,DST,MIA,SF,SF@MIA 07/24/2026 01:00PM ET,5700,19.0,44.0,9.35,11.8,1.0,0.895,9.46,64.25,5.66
90000177,90000177,Xavier Whitfield,WR,PIT,JAX,JAX@PIT 07/24/2026 04:25PM ET,6000,21.5,40.0,9.04,9.47,1.053,0.9609,9.36,37.47,0.94
90000100,90000100,Levi Grant,RB,GB,DET,DET@GB 07/24/2026 01:00PM ET,5800,24.25,47.5,10.41,9.84,0.851,1.0838,9.34,49.08,1.75
90000035,90000035,Elijah Ellison,TE,DAL,PHI,PHI@DAL 07/24/2026 01:00PM ET,5900,21.0,45.5,10.65,8.95,1.016,0.9385,9.34,53.31,1.95
90000157,90000157,Texans,DST,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,5900,21.75,41.5,7.63,8.72,1.0,1.1329,9.26,83.5,20.43
90000197,90000197,Brandon Pruitt,RB,DEN,LAC,LAC@DEN 07/24/2026 04:25PM ET,5800,20.5,42.5,10.63,11.17,0.915,0.9162,9.14,36.33,0.75
90000237,90000237,Deshawn Boykin,WR,ATL,NO,ATL@NO 07/24/2026 08:20PM ET,5900,25.75,46.0,9.09,8.72,0.889,1.1508,9.11,49.66,2.11
90000215,90000215,Caleb Blackwell,TE,LAC,DEN,LAC@DEN 07/24/2026 04:25PM ET,5800,22.0,42.5,10.46,10.47,0.879,0.9832,9.04,54.69,2.14
90000217,90000217,Chargers,DST,LAC,DEN,LAC@DEN 07/24/2026 04:25PM ET,5600,22.0,42.5,8.18,8.07,1.0,1.0915,8.87,73.75,10.66
90000109,90000109,Packers,DST,GB,DET,DET@GB 07/24/2026 01:00PM ET,5800,24.25,47.5,9.73,8.68,1.0,0.9624,8.86,69.0,7.77
90000149,90000149,Grant Osei,RB,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,5600,21.75,41.5,9.23,9.21,0.966,0.9721,8.66,38.33,0.85
90000125,90000125,Cameron Estrada,RB,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,5800,19.25,43.0,8.83,9.61,1.073,0.8603,8.51,30.33,0.5
90000209,90000209,Marcus Grant,RB,LAC,DEN,LAC@DEN 07/24/2026 04:25PM ET,5700,22.0,42.5,9.51,9.25,0.922,0.9832,8.5,39.17,0.9
90000241,90000241,Falcons,DST,ATL,NO,ATL@NO 07/24/2026 08:20PM ET,5700,25.75,46.0,7.41,7.94,1.0,1.1049,8.48,70.25,8.44
90000117,90000117,Trevor Ellison,WR,DET,GB,DET@GB 07/24/2026 01:00PM ET,5500,23.25,47.5,8.4,6.82,1.058,1.0391,8.37,40.22,1.13
90000073,90000073,49ers,DST,SF,MIA,SF@MIA 07/24/2026 01:00PM ET,5600,25.0,44.0,7.47,6.5,1.0,1.1776,8.23,69.75,8.17
90000057,90000057,Kendall Pruitt,WR,MIA,SF,SF@MIA 07/24/2026 01:00PM ET,5700,19.0,44.0,9.58,9.15,1.034,0.8492,8.22,26.66,0.46
90000155,90000155,Preston Bishop,TE,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,5600,21.75,41.5,9.47,8.93,0.895,0.9721,8.0,50.44,1.61
90000137,90000137,Corey Boykin,RB,LAR,SEA,LAR@SEA 07/24/2026 04:05PM ET,5500,23.75,43.0,7.06,6.38,1.114,1.0615,7.95,41.83,1.08
90000205,90000205,Broncos,DST,DEN,LAC,LAC@DEN 07/24/2026 04:25PM ET,5500,20.5,42.5,9.49,5.93,1.0,1.017,7.84,51.75,2.46
90000131,90000131,Elijah Okafor,TE,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,5400,19.25,43.0,8.07,9.83,1.012,0.8603,7.79,43.31,1.0
90000213,90000213,Isaiah Sanders,WR,LAC,DEN,LAC@DEN 07/24/2026 04:25PM ET,5500,22.0,42.5,8.1,8.22,0.971,0.9832,7.79,35.34,0.81
90000085,90000085,Ravens,DST,BAL,CIN,CIN@BAL 07/24/2026 01:00PM ET,5500,26.0,49.0,8.04,7.9,1.0,0.9728,7.75,47.63,1.87
90000053,90000053,DeAndre Denning,RB,MIA,SF,SF@MIA 07/24/2026 01:00PM ET,5500,19.0,44.0,11.29,8.93,0.898,0.8492,7.71,25.33,0.36
90000229,90000229,Saints,DST,NO,ATL,ATL@NO 07/24/2026 08:20PM ET,5500,20.25,46.0,8.47,9.27,1.0,0.8689,7.71,36.0,0.86
90000145,90000145,Rams,DST,LAR,SEA,LAR@SEA 07/24/2026 04:05PM ET,5300,23.75,43.0,6.33,6.91,1.0,1.1623,7.69,56.75,3.43
90000013,90000013,Bills,DST,BUF,KC,KC@BUF 07/24/2026 01:00PM ET,5500,25.5,48.5,7.44,8.37,1.0,0.9728,7.69,43.12,1.38
90000185,90000185,Zach Fontaine,RB,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,5400,18.5,40.0,9.83,9.45,0.964,0.8268,7.68,24.33,0.34
90000097,90000097,Bengals,DST,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,5500,23.0,49.0,7.7,10.1,1.0,0.8606,7.66,30.25,0.59
90000009,90000009,Tyler Fields,WR,BUF,KC,KC@BUF 07/24/2026 01:00PM ET,5500,25.5,48.5,8.78,6.96,0.852,1.1397,7.64,44.78,1.53
90000093,90000093,Brandon Fields,WR,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,5600,23.0,49.0,7.58,6.98,0.99,1.0279,7.41,36.03,0.85
90000037,90000037,Cowboys,DST,DAL,PHI,PHI@DAL 07/24/2026 01:00PM ET,5400,21.0,45.5,8.08,7.89,1.0,0.9133,7.29,29.0,0.54
90000201,90000201,Chris Coleman,WR,DEN,LAC,LAC@DEN 07/24/2026 04:25PM ET,5300,20.5,42.5,7.39,7.45,1.052,0.9162,7.15,28.47,0.51
90000141,90000141,Nate Boykin,WR,LAR,SEA,LAR@SEA 07/24/2026 04:05PM ET,5300,23.75,43.0,5.99,7.15,1.003,1.0615,6.99,37.34,0.93
90000059,90000059,Jared Osei,TE,MIA,SF,SF@MIA 07/24/2026 01:00PM ET,5400,19.0,44.0,10.15,8.87,0.863,0.8492,6.97,39.81,0.79
90000181,90000181,Steelers,DST,PIT,JAX,JAX@PIT 07/24/2026 04:25PM ET,5400,21.5,40.0,5.51,5.93,1.0,1.2095,6.92,43.25,1.4
90000165,90000165,Deshawn Kessler,WR,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,5300,19.75,41.5,7.88,8.15,0.958,0.8827,6.78,24.28,0.39
90000049,90000049,Eagles,DST,PHI,DAL,PHI@DAL 07/24/2026 01:00PM ET,5100,24.5,45.5,5.89,6.78,1.0,1.0655,6.75,34.0,0.75
90000025,90000025,Chiefs,DST,KC,BUF,KC@BUF 07/24/2026 01:00PM ET,5400,23.0,48.5,6.92,7.38,1.0,0.8775,6.27,17.5,0.25
90000081,90000081,Reggie Pace,WR,BAL,CIN,CIN@BAL 07/24/2026 01:00PM ET,5000,26.0,49.0,5.29,5.32,0.999,1.162,6.16,43.22,1.38
90000133,90000133,Seahawks,DST,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,5200,19.25,43.0,6.15,6.9,1.0,0.9421,6.15,21.75,0.33
90000239,90000239,Preston Blackwell,TE,ATL,NO,ATL@NO 07/24/2026 08:20PM ET,5200,25.75,46.0,5.54,4.09,1.104,1.1508,6.12,58.94,2.84
