player_id,name,position,team,opponent,game_info,salary,implied_total,over_under,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,chalk_score,estimated_ownership_pct
90000065,Nate Winslow,RB,SF,MIA,SF@MIA 07/24/2026 01:00PM ET,6300,25.0,44.0,12.46,12.36,1.088,1.1173,15.09,65.33,5.2
90000124,Caleb Monroe,RB,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,6500,19.25,43.0,15.97,16.61,1.073,0.8603,15.04,45.83,1.42
90000011,Jordan Truman,TE,BUF,KC,KC@BUF 07/24/2026 01:00PM ET,6500,25.5,48.5,11.92,11.95,1.096,1.1397,14.91,86.69,17.74
90000101,Trevor Vance,RB,GB,DET,DET@GB 07/24/2026 01:00PM ET,6300,24.25,47.5,16.95,14.99,0.851,1.0838,14.73,60.58,3.79
90000041,Levi Rivers,RB,PHI,DAL,PHI@DAL 07/24/2026 01:00PM ET,6400,24.5,45.5,14.11,13.0,0.99,1.095,14.69,60.25,3.7
90000083,Nate Fields,TE,BAL,CIN,CIN@BAL 07/24/2026 01:00PM ET,6000,26.0,49.0,14.13,12.94,0.924,1.162,14.53,85.44,16.32
90000163,Malik Odom,WR,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,6000,19.75,41.5,17.37,16.64,0.958,0.8827,14.38,44.97,1.56
90000173,Jalen Monroe,RB,PIT,JAX,JAX@PIT 07/24/2026 04:25PM ET,5500,21.5,40.0,13.34,15.34,1.041,0.9609,14.34,56.42,2.87
90000212,Miles Castillo,WR,LAC,DEN,LAC@DEN 07/24/2026 04:25PM ET,6000,22.0,42.5,13.71,15.95,0.971,0.9832,14.16,51.34,2.39
90000128,Omar Nakamura,WR,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,6400,19.25,43.0,18.32,19.12,0.877,0.8603,14.12,39.41,1.08
90000170,Xavier Ashworth,QB,PIT,JAX,JAX@PIT 07/24/2026 04:25PM ET,5600,21.5,40.0,13.43,14.93,1.032,0.9609,14.06,56.06,1.71
90000092,Jordan Coleman,WR,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,6000,23.0,49.0,13.02,14.47,0.99,1.0279,13.99,52.66,2.61
90000020,Jordan Hargrove,WR,KC,BUF,KC@BUF 07/24/2026 01:00PM ET,6100,23.0,48.5,13.89,11.1,1.083,1.0279,13.91,51.97,2.49
90000005,Jared Delgado,RB,BUF,KC,KC@BUF 07/24/2026 01:00PM ET,6100,25.5,48.5,11.02,10.91,1.112,1.1397,13.9,59.75,3.58
90000047,Corey Manning,TE,PHI,DAL,PHI@DAL 07/24/2026 01:00PM ET,5800,24.5,45.5,13.69,13.47,0.934,1.095,13.89,78.31,10.15
90000158,Reggie Fields,QB,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,5700,19.75,41.5,16.65,14.72,1.002,0.8827,13.87,49.31,1.09
90000052,Cameron Fontaine,RB,MIA,SF,SF@MIA 07/24/2026 01:00PM ET,6100,19.0,44.0,19.21,16.65,0.898,0.8492,13.67,39.0,0.9
90000188,Jalen Boykin,WR,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,6000,18.5,40.0,14.84,13.98,1.144,0.8268,13.63,37.28,0.93
90000021,Julian Boykin,WR,KC,BUF,KC@BUF 07/24/2026 01:00PM ET,5600,23.0,48.5,12.1,12.29,1.083,1.0279,13.58,52.91,2.65
90000069,Aaron Kessler,WR,SF,MIA,SF@MIA 07/24/2026 01:00PM ET,6100,25.0,44.0,11.37,11.93,1.037,1.1173,13.5,57.16,3.52
90000032,Emmanuel Pace,WR,DAL,PHI,PHI@DAL 07/24/2026 01:00PM ET,5900,21.0,45.5,14.51,14.23,1.001,0.9385,13.5,45.16,1.58
90000026,Antonio Coleman,QB,DAL,PHI,PHI@DAL 07/24/2026 01:00PM ET,6300,21.0,45.5,15.32,15.64,0.926,0.9385,13.45,47.19,0.95
90000179,Ryan Bishop,TE,PIT,JAX,JAX@PIT 07/24/2026 04:25PM ET,6100,21.5,40.0,15.25,15.71,0.895,0.9609,13.31,63.06,3.67
90000033,Corey Rivers,WR,DAL,PHI,PHI@DAL 07/24/2026 01:00PM ET,6000,21.0,45.5,13.59,14.64,1.001,0.9385,13.26,43.09,1.38
90000200,Emmanuel Ellison,WR,DEN,LAC,LAC@DEN 07/24/2026 04:25PM ET,5400,20.5,42.5,13.8,13.72,1.052,0.9162,13.26,46.03,1.67
90000029,Deshawn Fields,RB,DAL,PHI,PHI@DAL 07/24/2026 01:00PM ET,5900,21.0,45.5,15.44,13.17,0.984,0.9385,13.21,44.0,1.25
90000182,Brandon Boykin,QB,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,5800,18.5,40.0,13.64,15.27,1.095,0.8268,13.09,42.69,0.7
90000143,Ryan Hargrove,TE,LAR,SEA,LAR@SEA 07/24/2026 04:05PM ET,5800,23.75,43.0,10.83,11.51,1.104,1.0615,13.09,71.31,6.36
90000056,Omar Blackwell,WR,MIA,SF,SF@MIA 07/24/2026 01:00PM ET,5500,19.0,44.0,17.61,12.19,1.034,0.8492,13.08,39.28,1.07
90000167,Devon Marshall,TE,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,5800,19.75,41.5,14.17,14.64,1.029,0.8827,13.08,57.69,2.57
90000134,Grant Kessler,QB,LAR,SEA,LAR@SEA 07/24/2026 04:05PM ET,6000,23.75,43.0,13.7,12.75,0.93,1.0615,13.06,57.69,1.91
90000095,Xavier Okafor,TE,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,5700,23.0,49.0,10.59,11.95,1.125,1.0279,13.03,68.31,5.21
90000152,Cole Ashworth,WR,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,5600,21.75,41.5,15.34,12.92,0.947,0.9721,13.01,46.97,1.78
90000146,Devon Bishop,QB,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,5900,21.75,41.5,15.19,15.49,0.868,0.9721,12.94,52.06,1.31
90000233,Isaiah Vance,RB,ATL,NO,ATL@NO 07/24/2026 08:20PM ET,5800,25.75,46.0,10.95,10.41,1.049,1.1508,12.89,57.92,3.17
90000127,Elijah Booker,WR,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,6100,19.25,43.0,18.6,15.35,0.877,0.8603,12.81,34.59,0.78
90000113,Zach Blackwell,RB,DET,GB,DET@GB 07/24/2026 01:00PM ET,5500,23.25,47.5,12.79,14.17,0.908,1.0391,12.72,54.42,2.51
90000153,Trevor Monroe,WR,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,5700,21.75,41.5,13.42,14.1,0.947,0.9721,12.67,45.34,1.6
90000224,Trevor Estrada,WR,NO,ATL,ATL@NO 07/24/2026 08:20PM ET,5800,20.25,46.0,13.81,13.39,1.021,0.905,12.57,38.47,1.01
90000089,DeAndre Whitfield,RB,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,5300,23.0,49.0,12.0,12.13,1.004,1.0279,12.45,54.54,2.53
90000191,Cameron Winslow,TE,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,5400,18.5,40.0,15.63,13.51,1.027,0.8268,12.37,54.56,2.08
90000107,Omar Coleman,TE,GB,DET,DET@GB 07/24/2026 01:00PM ET,5600,24.25,47.5,12.76,12.29,0.896,1.0838,12.16,66.31,4.56
90000164,Aaron Denning,WR,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,5700,19.75,41.5,16.58,12.04,0.958,0.8827,12.1,35.72,0.84
90000203,Trevor Truman,TE,DEN,LAC,LAC@DEN 07/24/2026 04:25PM ET,5600,20.5,42.5,13.17,14.67,0.94,0.9162,11.99,52.81,1.85
90000105,Chris Manning,WR,GB,DET,DET@GB 07/24/2026 01:00PM ET,5600,24.25,47.5,10.44,9.46,1.099,1.0838,11.85,47.72,1.87
90000236,Omar Ellison,WR,ATL,NO,ATL@NO 07/24/2026 08:20PM ET,5500,25.75,46.0,12.3,10.76,0.889,1.1508,11.8,53.78,2.81
90000221,Levi Marshall,RB,NO,ATL,ATL@NO 07/24/2026 08:20PM ET,5400,20.25,46.0,12.05,11.02,1.121,0.905,11.7,38.67,0.88
90000193,Jaguars,DST,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,5500,18.5,40.0,9.85,12.57,1.0,1.0407,11.67,86.25,26.74
90000035,Elijah Ellison,TE,DAL,PHI,PHI@DAL 07/24/2026 01:00PM ET,5300,21.0,45.5,13.13,11.04,1.016,0.9385,11.52,55.44,2.21
90000225,Grant Brooks,WR,NO,ATL,ATL@NO 07/24/2026 08:20PM ET,5400,20.25,46.0,12.58,12.15,1.021,0.905,11.43,34.66,0.78
90000227,Elijah Winslow,TE,NO,ATL,ATL@NO 07/24/2026 08:20PM ET,5300,20.25,46.0,15.33,12.72,0.894,0.905,11.35,50.69,1.61
90000161,Emmanuel Larkin,RB,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,5300,19.75,41.5,11.3,11.28,1.111,0.8827,11.07,36.17,0.74
90000215,Caleb Blackwell,TE,LAC,DEN,LAC@DEN 07/24/2026 04:25PM ET,5400,22.0,42.5,12.5,12.51,0.879,0.9832,10.81,55.69,2.25
90000237,Deshawn Boykin,WR,ATL,NO,ATL@NO 07/24/2026 08:20PM ET,5200,25.75,46.0,10.57,10.14,0.889,1.1508,10.59,49.41,2.1
90000177,Xavier Whitfield,WR,PIT,JAX,JAX@PIT 07/24/2026 04:25PM ET,5000,21.5,40.0,10.18,10.66,1.053,0.9609,10.54,36.16,0.87
90000086,Jalen Coleman,QB,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,4900,23.0,49.0,13.02,10.7,0.861,1.0279,10.5,50.44,1.18
90000100,Levi Grant,RB,GB,DET,DET@GB 07/24/2026 01:00PM ET,5000,24.25,47.5,11.53,10.9,0.851,1.0838,10.34,48.17,1.66
90000110,Julian Whitfield,QB,DET,GB,DET@GB 07/24/2026 01:00PM ET,5200,23.25,47.5,10.11,13.05,0.854,1.0391,10.28,50.56,1.19
90000117,Trevor Ellison,WR,DET,GB,DET@GB 07/24/2026 01:00PM ET,5200,23.25,47.5,10.19,8.28,1.058,1.0391,10.15,40.78,1.18
90000197,Brandon Pruitt,RB,DEN,LAC,LAC@DEN 07/24/2026 04:25PM ET,5000,20.5,42.5,11.72,12.32,0.915,0.9162,10.08,36.17,0.74
90000109,Packers,DST,GB,DET,DET@GB 07/24/2026 01:00PM ET,5200,24.25,47.5,9.73,11.03,1.0,0.9624,9.99,74.5,12.22
90000209,Marcus Grant,RB,LAC,DEN,LAC@DEN 07/24/2026 04:25PM ET,5000,22.0,42.5,11.08,10.78,0.922,0.9832,9.91,40.42,0.99
90000131,Elijah Okafor,TE,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,5100,19.25,43.0,10.21,12.44,1.012,0.8603,9.86,44.06,1.03
90000125,Cameron Estrada,RB,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,5000,19.25,43.0,10.08,10.97,1.073,0.8603,9.72,30.17,0.5
90000057,Kendall Pruitt,WR,MIA,SF,SF@MIA 07/24/2026 01:00PM ET,5100,19.0,44.0,11.3,10.8,1.034,0.8492,9.7,25.53,0.43
90000155,Preston Bishop,TE,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,5000,21.75,41.5,11.24,10.59,0.895,0.9721,9.5,49.94,1.53
90000009,Tyler Fields,WR,BUF,KC,KC@BUF 07/24/2026 01:00PM ET,4900,25.5,48.5,10.74,8.51,0.852,1.1397,9.35,45.59,1.63
90000205,Broncos,DST,DEN,LAC,LAC@DEN 07/24/2026 04:25PM ET,4800,20.5,42.5,9.49,8.88,1.0,1.017,9.34,73.5,11.43
90000137,Corey Boykin,RB,LAR,SEA,LAR@SEA 07/24/2026 04:05PM ET,4900,23.75,43.0,8.19,7.4,1.114,1.0615,9.22,41.58,1.07
90000149,Grant Osei,RB,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,4700,21.75,41.5,9.76,9.74,0.966,0.9721,9.16,37.25,0.8
90000201,Chris Coleman,WR,DEN,LAC,LAC@DEN 07/24/2026 04:25PM ET,4800,20.5,42.5,9.3,9.37,1.052,0.9162,9.0,29.22,0.55
90000073,49ers,DST,SF,MIA,SF@MIA 07/24/2026 01:00PM ET,4700,25.0,44.0,7.47,7.77,1.0,1.1776,8.97,77.5,14.92
90000213,Isaiah Sanders,WR,LAC,DEN,LAC@DEN 07/24/2026 04:25PM ET,4500,22.0,42.5,9.33,9.46,0.971,0.9832,8.97,35.72,0.84
90000165,Deshawn Kessler,WR,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,4700,19.75,41.5,10.1,10.44,0.958,0.8827,8.68,25.34,0.42
90000061,Dolphins,DST,MIA,SF,SF@MIA 07/24/2026 01:00PM ET,4700,19.0,44.0,9.35,9.97,1.0,0.895,8.65,56.5,3.68
90000093,Brandon Fields,WR,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,4600,23.0,49.0,8.72,8.04,0.99,1.0279,8.53,35.03,0.8
90000157,Texans,DST,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,4900,21.75,41.5,7.63,7.35,1.0,1.1329,8.49,64.5,6.27
90000053,DeAndre Denning,RB,MIA,SF,SF@MIA 07/24/2026 01:00PM ET,4500,19.0,44.0,12.42,9.82,0.898,0.8492,8.48,26.33,0.39
90000059,Jared Osei,TE,MIA,SF,SF@MIA 07/24/2026 01:00PM ET,4600,19.0,44.0,12.11,10.58,0.863,0.8492,8.31,38.44,0.71
90000185,Zach Fontaine,RB,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,4600,18.5,40.0,10.49,10.09,0.964,0.8268,8.2,23.92,0.33
90000217,Chargers,DST,LAC,DEN,LAC@DEN 07/24/2026 04:25PM ET,4600,22.0,42.5,8.18,6.77,1.0,1.0915,8.16,63.25,5.77
90000239,Preston Blackwell,TE,ATL,NO,ATL@NO 07/24/2026 08:20PM ET,4400,25.75,46.0,7.35,5.43,1.104,1.1508,8.12,59.81,2.96
90000037,Cowboys,DST,DAL,PHI,PHI@DAL 07/24/2026 01:00PM ET,4600,21.0,45.5,8.08,9.7,1.0,0.9133,8.12,46.25,1.86
90000013,Bills,DST,BUF,KC,KC@BUF 07/24/2026 01:00PM ET,4500,25.5,48.5,7.44,8.96,1.0,0.9728,7.98,51.62,2.66
90000241,Falcons,DST,ATL,NO,ATL@NO 07/24/2026 08:20PM ET,4400,25.75,46.0,7.41,6.85,1.0,1.1049,7.88,62.75,5.58
90000085,Ravens,DST,BAL,CIN,CIN@BAL 07/24/2026 01:00PM ET,4600,26.0,49.0,8.04,7.72,1.0,0.9728,7.67,40.62,1.28
90000141,Nate Boykin,WR,LAR,SEA,LAR@SEA 07/24/2026 04:05PM ET,4300,23.75,43.0,6.57,7.84,1.003,1.0615,7.67,36.28,0.87
90000119,Jordan Brooks,TE,DET,GB,DET@GB 07/24/2026 01:00PM ET,4500,23.25,47.5,7.92,8.16,0.91,1.0391,7.6,50.56,1.6
90000097,Bengals,DST,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,4300,23.0,49.0,7.7,9.95,1.0,0.8606,7.59,34.0,0.82
90000229,Saints,DST,NO,ATL,ATL@NO 07/24/2026 08:20PM ET,4500,20.25,46.0,8.47,8.95,1.0,0.8689,7.57,31.0,0.67
90000145,Rams,DST,LAR,SEA,LAR@SEA 07/24/2026 04:05PM ET,4200,23.75,43.0,6.33,6.19,1.0,1.1623,7.28,52.0,2.73
90000081,Reggie Pace,WR,BAL,CIN,CIN@BAL 07/24/2026 01:00PM ET,4400,26.0,49.0,5.91,5.95,0.999,1.162,6.88,43.47,1.41
90000049,Eagles,DST,PHI,DAL,PHI@DAL 07/24/2026 01:00PM ET,3900,24.5,45.5,5.89,6.31,1.0,1.0655,6.5,35.0,0.88
90000181,Steelers,DST,PIT,JAX,JAX@PIT 07/24/2026 04:25PM ET,4000,21.5,40.0,5.51,4.47,1.0,1.2095,6.04,42.25,1.42
90000030,Preston Sanders,RB,DAL,PHI,PHI@DAL 07/24/2026 01:00PM ET,4000,21.0,45.5,6.42,6.28,0.984,0.9385,5.86,30.0,0.49
90000025,Chiefs,DST,KC,BUF,KC@BUF 07/24/2026 01:00PM ET,3900,23.0,48.5,6.92,6.24,1.0,0.8775,5.77,16.75,0.26
90000129,Antonio Winslow,WR,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,3800,19.25,43.0,8.14,7.09,0.877,0.8603,5.75,21.03,0.32
90000133,Seahawks,DST,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,3900,19.25,43.0,6.15,5.67,1.0,0.9421,5.57,19.5,0.31
90000189,Julian Ellison,WR,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,3800,18.5,40.0,6.58,5.11,1.144,0.8268,5.53,17.41,0.25
90000046,Brandon Marshall,WR,PHI,DAL,PHI@DAL 07/24/2026 01:00PM ET,3700,24.5,45.5,5.43,5.27,0.941,1.095,5.51,36.22,0.87
90000138,Reggie Winslow,RB,LAR,SEA,LAR@SEA 07/24/2026 04:05PM ET,3800,23.75,43.0,4.72,4.37,1.114,1.0615,5.37,37.67,0.82
90000082,Julian Booker,WR,BAL,CIN,CIN@BAL 07/24/2026 01:00PM ET,3700,26.0,49.0,4.5,4.57,0.999,1.162,5.26,40.09,1.13
